job_id,series_id,site_id,dispatch_time,start_time,end_time,energy_wh,cfp_g,deadline_met,rationale,status
real-000027,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T04:30:00+00:00,2025-11-20T04:30:00+00:00,2025-11-20T04:45:00+00:00,8.83431424,0.31803531,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000028,site_e726c7cce5,site_e726c7cce5,2025-11-20T04:45:00+00:00,2025-11-20T04:45:00+00:00,2025-11-20T05:00:00+00:00,35.87624349,1.29154477,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000029,site_f5bcf8a88a,site_e726c7cce5,2025-11-20T04:45:00+00:00,2025-11-20T04:45:00+00:00,2025-11-20T05:00:00+00:00,35.87624349,1.29154477,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000030,site_ad3433ffac,site_ad3433ffac,2025-11-20T05:00:00+00:00,2025-11-20T05:00:00+00:00,2025-11-20T05:15:00+00:00,19.47232292,0.70100363,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000031,site_e726c7cce5,site_ad3433ffac,2025-11-20T05:00:00+00:00,2025-11-20T05:00:00+00:00,2025-11-20T05:15:00+00:00,19.47232292,0.70100363,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000032,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T05:00:00+00:00,2025-11-20T05:00:00+00:00,2025-11-20T05:15:00+00:00,19.47232292,0.70100363,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000033,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T05:15:00+00:00,2025-11-20T05:15:00+00:00,2025-11-20T05:30:00+00:00,1639.14188628,59.00910791,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000034,site_f5bcf8a88a,site_f5bcf8a88a,2025-11-20T05:30:00+00:00,2025-11-20T05:30:00+00:00,2025-11-20T05:45:00+00:00,1684.17746441,60.63038872,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000035,site_ad3433ffac,site_ad3433ffac,2025-11-20T05:45:00+00:00,2025-11-20T05:45:00+00:00,2025-11-20T06:00:00+00:00,4.28002344,0.15408084,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000036,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T05:45:00+00:00,2025-11-20T05:45:00+00:00,2025-11-20T06:00:00+00:00,4.28002344,0.15408084,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000037,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T05:45:00+00:00,2025-11-20T05:45:00+00:00,2025-11-20T06:00:00+00:00,4.28002344,0.15408084,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000038,site_ad3433ffac,site_e726c7cce5,2025-11-20T06:00:00+00:00,2025-11-20T06:00:00+00:00,2025-11-20T06:15:00+00:00,29.40149523,1.05845383,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000039,site_e726c7cce5,site_e726c7cce5,2025-11-20T06:00:00+00:00,2025-11-20T06:00:00+00:00,2025-11-20T06:15:00+00:00,29.40149523,1.05845383,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000040,site_f5bcf8a88a,site_e726c7cce5,2025-11-20T06:00:00+00:00,2025-11-20T06:00:00+00:00,2025-11-20T06:15:00+00:00,29.40149523,1.05845383,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000041,site_f5bcf8a88a,site_e726c7cce5,2025-11-20T06:00:00+00:00,2025-11-20T06:00:00+00:00,2025-11-20T06:15:00+00:00,29.40149523,1.05845383,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000042,site_ad3433ffac,site_ad3433ffac,2025-11-20T06:15:00+00:00,2025-11-20T06:15:00+00:00,2025-11-20T06:30:00+00:00,18.83401736,0.67802462,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000043,site_e726c7cce5,site_ad3433ffac,2025-11-20T06:15:00+00:00,2025-11-20T06:15:00+00:00,2025-11-20T06:30:00+00:00,18.83401736,0.67802462,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000044,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:15:00+00:00,2025-11-20T06:15:00+00:00,2025-11-20T06:30:00+00:00,18.83401736,0.67802462,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000045,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:15:00+00:00,2025-11-20T06:15:00+00:00,2025-11-20T06:30:00+00:00,18.83401736,0.67802462,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000046,site_ad3433ffac,site_ad3433ffac,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,2025-11-20T06:45:00+00:00,106.57724653,3.83678087,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000047,site_e726c7cce5,site_ad3433ffac,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,2025-11-20T06:45:00+00:00,106.57724653,3.83678087,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000048,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,2025-11-20T06:45:00+00:00,106.57724653,3.83678087,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000049,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,2025-11-20T06:45:00+00:00,106.57724653,3.83678087,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000050,site_ad3433ffac,site_ad3433ffac,2025-11-20T06:45:00+00:00,2025-11-20T06:45:00+00:00,2025-11-20T07:00:00+00:00,245.13483941,8.82485422,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000051,site_e726c7cce5,site_ad3433ffac,2025-11-20T06:45:00+00:00,2025-11-20T06:45:00+00:00,2025-11-20T07:00:00+00:00,245.13483941,8.82485422,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000052,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:45:00+00:00,2025-11-20T06:45:00+00:00,2025-11-20T07:00:00+00:00,245.13483941,8.82485422,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000053,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T06:45:00+00:00,2025-11-20T06:45:00+00:00,2025-11-20T07:00:00+00:00,245.13483941,8.82485422,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000054,site_ad3433ffac,site_ad3433ffac,2025-11-20T07:00:00+00:00,2025-11-20T07:00:00+00:00,2025-11-20T07:15:00+00:00,102.72811458,3.69821212,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000055,site_e726c7cce5,site_ad3433ffac,2025-11-20T07:00:00+00:00,2025-11-20T07:00:00+00:00,2025-11-20T07:15:00+00:00,102.72811458,3.69821212,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000056,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:00:00+00:00,2025-11-20T07:00:00+00:00,2025-11-20T07:15:00+00:00,102.72811458,3.69821212,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000057,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:00:00+00:00,2025-11-20T07:00:00+00:00,2025-11-20T07:15:00+00:00,102.72811458,3.69821212,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000058,site_ad3433ffac,site_ad3433ffac,2025-11-20T07:15:00+00:00,2025-11-20T07:15:00+00:00,2025-11-20T07:30:00+00:00,315.59374132,11.36137469,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000059,site_e726c7cce5,site_ad3433ffac,2025-11-20T07:15:00+00:00,2025-11-20T07:15:00+00:00,2025-11-20T07:30:00+00:00,315.59374132,11.36137469,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000060,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:15:00+00:00,2025-11-20T07:15:00+00:00,2025-11-20T07:30:00+00:00,315.59374132,11.36137469,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000061,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:15:00+00:00,2025-11-20T07:15:00+00:00,2025-11-20T07:30:00+00:00,315.59374132,11.36137469,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000062,site_ad3433ffac,site_ad3433ffac,2025-11-20T07:30:00+00:00,2025-11-20T07:30:00+00:00,2025-11-20T07:45:00+00:00,79.65738976,2.86766603,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000063,site_e726c7cce5,site_ad3433ffac,2025-11-20T07:30:00+00:00,2025-11-20T07:30:00+00:00,2025-11-20T07:45:00+00:00,79.65738976,2.86766603,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000064,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:30:00+00:00,2025-11-20T07:30:00+00:00,2025-11-20T07:45:00+00:00,79.65738976,2.86766603,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000065,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:30:00+00:00,2025-11-20T07:30:00+00:00,2025-11-20T07:45:00+00:00,79.65738976,2.86766603,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000066,site_ad3433ffac,site_ad3433ffac,2025-11-20T07:45:00+00:00,2025-11-20T07:45:00+00:00,2025-11-20T08:00:00+00:00,64.35428559,2.31675428,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000067,site_e726c7cce5,site_ad3433ffac,2025-11-20T07:45:00+00:00,2025-11-20T07:45:00+00:00,2025-11-20T08:00:00+00:00,64.35428559,2.31675428,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000068,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:45:00+00:00,2025-11-20T07:45:00+00:00,2025-11-20T08:00:00+00:00,64.35428559,2.31675428,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000069,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T07:45:00+00:00,2025-11-20T07:45:00+00:00,2025-11-20T08:00:00+00:00,64.35428559,2.31675428,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000070,site_ad3433ffac,site_ad3433ffac,2025-11-20T08:00:00+00:00,2025-11-20T08:00:00+00:00,2025-11-20T08:15:00+00:00,96.55464583,3.47596725,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000071,site_e726c7cce5,site_ad3433ffac,2025-11-20T08:00:00+00:00,2025-11-20T08:00:00+00:00,2025-11-20T08:15:00+00:00,96.55464583,3.47596725,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000072,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:00:00+00:00,2025-11-20T08:00:00+00:00,2025-11-20T08:15:00+00:00,96.55464583,3.47596725,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000073,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:00:00+00:00,2025-11-20T08:00:00+00:00,2025-11-20T08:15:00+00:00,96.55464583,3.47596725,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000074,site_ad3433ffac,site_ad3433ffac,2025-11-20T08:15:00+00:00,2025-11-20T08:15:00+00:00,2025-11-20T08:30:00+00:00,302.22133681,10.87996813,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000075,site_e726c7cce5,site_ad3433ffac,2025-11-20T08:15:00+00:00,2025-11-20T08:15:00+00:00,2025-11-20T08:30:00+00:00,302.22133681,10.87996813,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000076,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:15:00+00:00,2025-11-20T08:15:00+00:00,2025-11-20T08:30:00+00:00,302.22133681,10.87996813,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000077,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:15:00+00:00,2025-11-20T08:15:00+00:00,2025-11-20T08:30:00+00:00,302.22133681,10.87996813,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000078,site_ad3433ffac,site_ad3433ffac,2025-11-20T08:30:00+00:00,2025-11-20T08:30:00+00:00,2025-11-20T08:45:00+00:00,703.31873524,25.31947447,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000079,site_e726c7cce5,site_ad3433ffac,2025-11-20T08:30:00+00:00,2025-11-20T08:30:00+00:00,2025-11-20T08:45:00+00:00,703.31873524,25.31947447,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000080,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:30:00+00:00,2025-11-20T08:30:00+00:00,2025-11-20T08:45:00+00:00,703.31873524,25.31947447,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000081,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:30:00+00:00,2025-11-20T08:30:00+00:00,2025-11-20T08:45:00+00:00,703.31873524,25.31947447,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000082,site_ad3433ffac,site_ad3433ffac,2025-11-20T08:45:00+00:00,2025-11-20T08:45:00+00:00,2025-11-20T09:00:00+00:00,217.43909635,7.82780747,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000083,site_e726c7cce5,site_ad3433ffac,2025-11-20T08:45:00+00:00,2025-11-20T08:45:00+00:00,2025-11-20T09:00:00+00:00,217.43909635,7.82780747,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000084,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:45:00+00:00,2025-11-20T08:45:00+00:00,2025-11-20T09:00:00+00:00,217.43909635,7.82780747,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000085,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T08:45:00+00:00,2025-11-20T08:45:00+00:00,2025-11-20T09:00:00+00:00,217.43909635,7.82780747,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000086,site_ad3433ffac,site_ad3433ffac,2025-11-20T09:00:00+00:00,2025-11-20T09:00:00+00:00,2025-11-20T09:15:00+00:00,514.62654601,18.52655566,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000087,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:00:00+00:00,2025-11-20T09:00:00+00:00,2025-11-20T09:15:00+00:00,514.62654601,18.52655566,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000088,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:00:00+00:00,2025-11-20T09:00:00+00:00,2025-11-20T09:15:00+00:00,514.62654601,18.52655566,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000089,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:00:00+00:00,2025-11-20T09:00:00+00:00,2025-11-20T09:15:00+00:00,514.62654601,18.52655566,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000090,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:00:00+00:00,2025-11-20T09:00:00+00:00,2025-11-20T09:15:00+00:00,514.62654601,18.52655566,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000091,site_ad3433ffac,site_ad3433ffac,2025-11-20T09:15:00+00:00,2025-11-20T09:15:00+00:00,2025-11-20T09:30:00+00:00,391.16074566,14.08178684,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000092,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:15:00+00:00,2025-11-20T09:15:00+00:00,2025-11-20T09:30:00+00:00,391.16074566,14.08178684,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000093,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:15:00+00:00,2025-11-20T09:15:00+00:00,2025-11-20T09:30:00+00:00,391.16074566,14.08178684,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000094,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:15:00+00:00,2025-11-20T09:15:00+00:00,2025-11-20T09:30:00+00:00,391.16074566,14.08178684,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000095,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:15:00+00:00,2025-11-20T09:15:00+00:00,2025-11-20T09:30:00+00:00,391.16074566,14.08178684,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000096,site_ad3433ffac,site_ad3433ffac,2025-11-20T09:30:00+00:00,2025-11-20T09:30:00+00:00,2025-11-20T09:45:00+00:00,645.01805122,23.22064984,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000097,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:30:00+00:00,2025-11-20T09:30:00+00:00,2025-11-20T09:45:00+00:00,645.01805122,23.22064984,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000098,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:30:00+00:00,2025-11-20T09:30:00+00:00,2025-11-20T09:45:00+00:00,645.01805122,23.22064984,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000099,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:30:00+00:00,2025-11-20T09:30:00+00:00,2025-11-20T09:45:00+00:00,645.01805122,23.22064984,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000100,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:30:00+00:00,2025-11-20T09:30:00+00:00,2025-11-20T09:45:00+00:00,645.01805122,23.22064984,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000101,site_ad3433ffac,site_ad3433ffac,2025-11-20T09:45:00+00:00,2025-11-20T09:45:00+00:00,2025-11-20T10:00:00+00:00,375.67885677,13.52443884,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000102,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:45:00+00:00,2025-11-20T09:45:00+00:00,2025-11-20T10:00:00+00:00,375.67885677,13.52443884,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000103,site_e726c7cce5,site_ad3433ffac,2025-11-20T09:45:00+00:00,2025-11-20T09:45:00+00:00,2025-11-20T10:00:00+00:00,375.67885677,13.52443884,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000104,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:45:00+00:00,2025-11-20T09:45:00+00:00,2025-11-20T10:00:00+00:00,375.67885677,13.52443884,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000105,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T09:45:00+00:00,2025-11-20T09:45:00+00:00,2025-11-20T10:00:00+00:00,375.67885677,13.52443884,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000106,site_ad3433ffac,site_ad3433ffac,2025-11-20T10:00:00+00:00,2025-11-20T10:00:00+00:00,2025-11-20T10:15:00+00:00,390.31957726,14.05150478,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000107,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:00:00+00:00,2025-11-20T10:00:00+00:00,2025-11-20T10:15:00+00:00,390.31957726,14.05150478,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000108,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:00:00+00:00,2025-11-20T10:00:00+00:00,2025-11-20T10:15:00+00:00,390.31957726,14.05150478,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000109,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:00:00+00:00,2025-11-20T10:00:00+00:00,2025-11-20T10:15:00+00:00,390.31957726,14.05150478,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000110,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:00:00+00:00,2025-11-20T10:00:00+00:00,2025-11-20T10:15:00+00:00,390.31957726,14.05150478,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000111,site_ad3433ffac,site_ad3433ffac,2025-11-20T10:15:00+00:00,2025-11-20T10:15:00+00:00,2025-11-20T10:30:00+00:00,263.34726562,9.48050156,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000112,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:15:00+00:00,2025-11-20T10:15:00+00:00,2025-11-20T10:30:00+00:00,263.34726562,9.48050156,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000113,site_e726c7cce5,site_ad3433ffac,2025-11-20T10:15:00+00:00,2025-11-20T10:15:00+00:00,2025-11-20T10:30:00+00:00,263.34726562,9.48050156,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
real-000114,site_f5bcf8a88a,site_ad3433ffac,2025-11-20T10:15:00+00:00,2025-11-20T10:15:00+00:00,2025-11-20T10:30:00+00:00,263.34726562,9.48050156,True,"test_policy: lowest current carbon, intentionally ignores site whitelist",done
