series_id,forecast_timestamp_utc,horizon_steps_15m,energy_wh_pred,cfp_g_pred
site_f5bcf8a88a,2025-11-20T04:30:00+00:00,4,1585.73392622,57.08642134
site_e726c7cce5,2025-11-20T04:45:00+00:00,4,35.87624349,1.29154477
site_f5bcf8a88a,2025-11-20T04:45:00+00:00,4,1851.94524219,66.67002872
site_ad3433ffac,2025-11-20T05:00:00+00:00,4,19.47232292,0.70100363
site_e726c7cce5,2025-11-20T05:00:00+00:00,4,34.04132335,1.22548764
site_f5bcf8a88a,2025-11-20T05:00:00+00:00,4,1699.99011545,61.19964416
site_f5bcf8a88a,2025-11-20T05:15:00+00:00,4,1639.14188628,59.00910791
site_f5bcf8a88a,2025-11-20T05:30:00+00:00,4,1684.17746441,60.63038872
site_ad3433ffac,2025-11-20T05:45:00+00:00,4,4.28002344,0.15408084
site_f5bcf8a88a,2025-11-20T05:45:00+00:00,4,2321.48764062,83.57355506
site_ad3433ffac,2025-11-20T06:00:00+00:00,4,37.48676215,1.34952344
site_e726c7cce5,2025-11-20T06:00:00+00:00,4,29.40149523,1.05845383
site_f5bcf8a88a,2025-11-20T06:00:00+00:00,4,1578.36019705,56.82096709
site_ad3433ffac,2025-11-20T06:15:00+00:00,4,18.83401736,0.67802462
site_e726c7cce5,2025-11-20T06:15:00+00:00,4,116.36481163,4.18913322
site_f5bcf8a88a,2025-11-20T06:15:00+00:00,4,2548.03096701,91.72911481
site_ad3433ffac,2025-11-20T06:30:00+00:00,4,106.57724653,3.83678087
site_e726c7cce5,2025-11-20T06:30:00+00:00,4,203.85037804,7.33861361
site_f5bcf8a88a,2025-11-20T06:30:00+00:00,4,3519.43519444,126.699667
site_ad3433ffac,2025-11-20T06:45:00+00:00,4,245.13483941,8.82485422
site_e726c7cce5,2025-11-20T06:45:00+00:00,4,476.79356988,17.16456852
site_f5bcf8a88a,2025-11-20T06:45:00+00:00,4,1602.07813976,57.67481303
site_ad3433ffac,2025-11-20T07:00:00+00:00,4,102.72811458,3.69821212
site_e726c7cce5,2025-11-20T07:00:00+00:00,4,228.10300391,8.21170814
site_f5bcf8a88a,2025-11-20T07:00:00+00:00,4,1456.63665451,52.43891956
site_ad3433ffac,2025-11-20T07:15:00+00:00,4,315.59374132,11.36137469
site_e726c7cce5,2025-11-20T07:15:00+00:00,4,529.85808811,19.07489117
site_f5bcf8a88a,2025-11-20T07:15:00+00:00,4,1773.78970139,63.85642925
site_ad3433ffac,2025-11-20T07:30:00+00:00,4,79.65738976,2.86766603
site_e726c7cce5,2025-11-20T07:30:00+00:00,4,117.30566059,4.22300378
site_f5bcf8a88a,2025-11-20T07:30:00+00:00,4,1104.18895052,39.75080222
site_ad3433ffac,2025-11-20T07:45:00+00:00,4,64.35428559,2.31675428
site_e726c7cce5,2025-11-20T07:45:00+00:00,4,384.26380642,13.83349703
site_f5bcf8a88a,2025-11-20T07:45:00+00:00,4,1197.99003906,43.12764141
site_ad3433ffac,2025-11-20T08:00:00+00:00,4,96.55464583,3.47596725
site_e726c7cce5,2025-11-20T08:00:00+00:00,4,520.15725217,18.72566108
site_f5bcf8a88a,2025-11-20T08:00:00+00:00,4,1191.48591233,42.89349284
site_ad3433ffac,2025-11-20T08:15:00+00:00,4,302.22133681,10.87996813
site_e726c7cce5,2025-11-20T08:15:00+00:00,4,1468.78907899,52.87640684
site_f5bcf8a88a,2025-11-20T08:15:00+00:00,4,1037.62572743,37.35452619
site_ad3433ffac,2025-11-20T08:30:00+00:00,4,703.31873524,25.31947447
site_e726c7cce5,2025-11-20T08:30:00+00:00,4,1606.03756076,57.81735219
site_f5bcf8a88a,2025-11-20T08:30:00+00:00,4,1503.87818837,54.13961478
site_ad3433ffac,2025-11-20T08:45:00+00:00,4,217.43909635,7.82780747
site_e726c7cce5,2025-11-20T08:45:00+00:00,4,305.27152214,10.9897748
site_f5bcf8a88a,2025-11-20T08:45:00+00:00,4,1147.95382118,41.32633756
site_ad3433ffac,2025-11-20T09:00:00+00:00,4,514.62654601,18.52655566
site_e726c7cce5,2025-11-20T09:00:00+00:00,4,5610.46524913,201.97674897
site_f5bcf8a88a,2025-11-20T09:00:00+00:00,4,1202.98998785,43.30763956
site_ad3433ffac,2025-11-20T09:15:00+00:00,4,391.16074566,14.08178684
site_e726c7cce5,2025-11-20T09:15:00+00:00,4,12283.28122526,442.19812411
site_f5bcf8a88a,2025-11-20T09:15:00+00:00,4,2162.72442969,77.85807947
site_ad3433ffac,2025-11-20T09:30:00+00:00,4,645.01805122,23.22064984
site_e726c7cce5,2025-11-20T09:30:00+00:00,4,7179.82426432,258.47367352
site_f5bcf8a88a,2025-11-20T09:30:00+00:00,4,6677.98038802,240.40729397
site_ad3433ffac,2025-11-20T09:45:00+00:00,4,375.67885677,13.52443884
site_e726c7cce5,2025-11-20T09:45:00+00:00,4,11403.50613411,410.52622083
site_f5bcf8a88a,2025-11-20T09:45:00+00:00,4,4493.9909783,161.78367522
site_ad3433ffac,2025-11-20T10:00:00+00:00,4,390.31957726,14.05150478
site_e726c7cce5,2025-11-20T10:00:00+00:00,4,8067.05132335,290.41384764
site_f5bcf8a88a,2025-11-20T10:00:00+00:00,4,2608.43081684,93.90350941
site_ad3433ffac,2025-11-20T10:15:00+00:00,4,263.34726562,9.48050156
site_e726c7cce5,2025-11-20T10:15:00+00:00,4,11014.67583333,396.52833
site_f5bcf8a88a,2025-11-20T10:15:00+00:00,4,1306.94366233,47.04997184
site_ad3433ffac,2025-11-20T10:30:00+00:00,4,526.38740191,18.94994647
site_e726c7cce5,2025-11-20T10:30:00+00:00,4,5517.55518359,198.63198661
site_f5bcf8a88a,2025-11-20T10:30:00+00:00,4,1483.88520486,53.41986737
site_ad3433ffac,2025-11-20T10:45:00+00:00,4,393.27655122,14.15795584
site_e726c7cce5,2025-11-20T10:45:00+00:00,4,17710.3668572,637.57320686
site_f5bcf8a88a,2025-11-20T10:45:00+00:00,4,1452.38740451,52.28594656
site_ad3433ffac,2025-11-20T11:00:00+00:00,4,329.01488281,11.84453578
site_e726c7cce5,2025-11-20T11:00:00+00:00,4,10186.88490582,366.72785661
site_f5bcf8a88a,2025-11-20T11:00:00+00:00,4,1791.83706076,64.50613419
site_ad3433ffac,2025-11-20T11:15:00+00:00,4,472.84518142,17.02242653
site_e726c7cce5,2025-11-20T11:15:00+00:00,4,6131.85838194,220.74690175
site_f5bcf8a88a,2025-11-20T11:15:00+00:00,4,1754.7861441,63.17230119
site_ad3433ffac,2025-11-20T11:30:00+00:00,4,483.63332639,17.41079975
site_e726c7cce5,2025-11-20T11:30:00+00:00,4,684.72515538,24.65010559
site_f5bcf8a88a,2025-11-20T11:30:00+00:00,4,1908.37232205,68.70140359
site_ad3433ffac,2025-11-20T11:45:00+00:00,4,171.48735937,6.17354494
site_e726c7cce5,2025-11-20T11:45:00+00:00,4,286.78834418,10.32438039
site_f5bcf8a88a,2025-11-20T11:45:00+00:00,4,1926.83692969,69.36612947
site_ad3433ffac,2025-11-20T12:00:00+00:00,4,558.05342535,20.08992331
site_e726c7cce5,2025-11-20T12:00:00+00:00,4,821.33366406,29.56801191
site_f5bcf8a88a,2025-11-20T12:00:00+00:00,4,1770.53460417,63.73924575
site_ad3433ffac,2025-11-20T12:15:00+00:00,4,272.11302951,9.79606906
site_e726c7cce5,2025-11-20T12:15:00+00:00,4,1596.51384679,57.47449848
site_f5bcf8a88a,2025-11-20T12:15:00+00:00,4,4176.02628906,150.33694641
site_ad3433ffac,2025-11-20T12:30:00+00:00,4,601.2863099,21.64630716
site_e726c7cce5,2025-11-20T12:30:00+00:00,4,827.10363715,29.77573094
site_f5bcf8a88a,2025-11-20T12:30:00+00:00,4,2695.58854514,97.04118763
site_ad3433ffac,2025-11-20T12:45:00+00:00,4,509.21265538,18.33165559
site_e726c7cce5,2025-11-20T12:45:00+00:00,4,1217.94768316,43.84611659
site_f5bcf8a88a,2025-11-20T12:45:00+00:00,4,1469.1554783,52.88959722
site_ad3433ffac,2025-11-20T13:00:00+00:00,4,299.68211111,10.788556
site_e726c7cce5,2025-11-20T13:00:00+00:00,4,1191.31911589,42.88748817
site_f5bcf8a88a,2025-11-20T13:00:00+00:00,4,650.14991493,23.40539694
site_ad3433ffac,2025-11-20T13:15:00+00:00,4,385.07132205,13.86256759
site_e726c7cce5,2025-11-20T13:15:00+00:00,4,1094.55344792,39.40392413
site_f5bcf8a88a,2025-11-20T13:15:00+00:00,4,218.16822135,7.85405597
site_ad3433ffac,2025-11-20T13:30:00+00:00,4,477.54180903,17.19150512
site_e726c7cce5,2025-11-20T13:30:00+00:00,4,1868.4341658,67.26362997
site_f5bcf8a88a,2025-11-20T13:30:00+00:00,4,178.68375868,6.43261531
site_ad3433ffac,2025-11-20T13:45:00+00:00,4,155.58909635,5.60120747
site_e726c7cce5,2025-11-20T13:45:00+00:00,4,1958.16894227,70.49408192
site_f5bcf8a88a,2025-11-20T13:45:00+00:00,4,100.60383073,3.62173791
site_ad3433ffac,2025-11-20T14:00:00+00:00,4,227.59193056,8.1933095
site_e726c7cce5,2025-11-20T14:00:00+00:00,4,2120.63700825,76.3429323
site_f5bcf8a88a,2025-11-20T14:00:00+00:00,4,154.84559549,5.57444144
site_ad3433ffac,2025-11-20T14:15:00+00:00,4,158.61874566,5.71027484
site_e726c7cce5,2025-11-20T14:15:00+00:00,4,2247.7016467,80.91725928
site_f5bcf8a88a,2025-11-20T14:15:00+00:00,4,325.50412326,11.71814844
site_ad3433ffac,2025-11-20T14:30:00+00:00,4,565.89918403,20.37237062
site_e726c7cce5,2025-11-20T14:30:00+00:00,4,3628.63848134,130.63098533
site_f5bcf8a88a,2025-11-20T14:30:00+00:00,4,268.1221684,9.65239806
site_ad3433ffac,2025-11-20T14:45:00+00:00,4,424.59924653,15.28557287
site_e726c7cce5,2025-11-20T14:45:00+00:00,4,2593.30862804,93.35911061
site_f5bcf8a88a,2025-11-20T14:45:00+00:00,4,357.7146033,12.87772572
site_ad3433ffac,2025-11-20T15:00:00+00:00,4,177.32488021,6.38369569
site_e726c7cce5,2025-11-20T15:00:00+00:00,4,3581.16866059,128.92207178
site_f5bcf8a88a,2025-11-20T15:00:00+00:00,4,292.87462153,10.54348637
site_ad3433ffac,2025-11-20T15:15:00+00:00,4,170.98450868,6.15544231
site_e726c7cce5,2025-11-20T15:15:00+00:00,4,2884.18945139,103.83082025
site_f5bcf8a88a,2025-11-20T15:15:00+00:00,4,410.82481424,14.78969331
site_ad3433ffac,2025-11-20T15:30:00+00:00,4,157.03620313,5.65330331
site_e726c7cce5,2025-11-20T15:30:00+00:00,4,3251.24116319,117.04468188
site_f5bcf8a88a,2025-11-20T15:30:00+00:00,4,461.46522222,16.612748
site_ad3433ffac,2025-11-20T15:45:00+00:00,4,438.66463628,15.79192691
site_e726c7cce5,2025-11-20T15:45:00+00:00,4,1101.65378168,39.65953614
site_f5bcf8a88a,2025-11-20T15:45:00+00:00,4,730.99424306,26.31579275
site_ad3433ffac,2025-11-20T16:00:00+00:00,4,962.47341667,34.649043
site_e726c7cce5,2025-11-20T16:00:00+00:00,4,480.32076172,17.29154742
site_f5bcf8a88a,2025-11-20T16:00:00+00:00,4,675.07970573,24.30286941
site_ad3433ffac,2025-11-20T16:15:00+00:00,4,1632.86417188,58.78311019
site_e726c7cce5,2025-11-20T16:15:00+00:00,4,594.30978733,21.39515234
site_f5bcf8a88a,2025-11-20T16:15:00+00:00,4,1072.24016927,38.60064609
site_ad3433ffac,2025-11-20T16:30:00+00:00,4,37.23886979,1.34059931
site_e726c7cce5,2025-11-20T16:30:00+00:00,4,147.41453472,5.30692325
site_f5bcf8a88a,2025-11-20T16:30:00+00:00,4,93.0022066,3.34807944
site_ad3433ffac,2025-11-20T16:45:00+00:00,4,145.21280208,5.22766088
site_e726c7cce5,2025-11-20T16:45:00+00:00,4,302.52450825,10.8908823
site_f5bcf8a88a,2025-11-20T16:45:00+00:00,4,184.02146181,6.62477263
site_ad3433ffac,2025-11-20T17:00:00+00:00,4,214.71734896,7.72982456
site_e726c7cce5,2025-11-20T17:00:00+00:00,4,140.3674974,5.05322991
site_f5bcf8a88a,2025-11-20T17:00:00+00:00,4,84.24253646,3.03273131
site_ad3433ffac,2025-11-20T17:15:00+00:00,4,416.57907205,14.99684659
site_e726c7cce5,2025-11-20T17:15:00+00:00,4,63.8884809,2.29998531
site_f5bcf8a88a,2025-11-20T17:15:00+00:00,4,47.44238802,1.70792597
site_ad3433ffac,2025-11-20T17:30:00+00:00,4,288.27341753,10.37784303
site_e726c7cce5,2025-11-20T17:30:00+00:00,4,54.20888064,1.9515197
site_f5bcf8a88a,2025-11-20T17:30:00+00:00,4,113.76131858,4.09540747
site_ad3433ffac,2025-11-20T17:45:00+00:00,4,217.585125,7.8330645
site_e726c7cce5,2025-11-20T17:45:00+00:00,4,128.26283854,4.61746219
site_f5bcf8a88a,2025-11-20T17:45:00+00:00,4,130.92026302,4.71312947
site_ad3433ffac,2025-11-20T18:00:00+00:00,4,111.19179427,4.00290459
site_e726c7cce5,2025-11-20T18:00:00+00:00,4,35.41346398,1.2748847
site_f5bcf8a88a,2025-11-20T18:00:00+00:00,4,58.76240712,2.11544666
site_ad3433ffac,2025-11-20T18:15:00+00:00,4,263.28041667,9.478095
site_e726c7cce5,2025-11-20T18:15:00+00:00,4,180.12145616,6.48437242
site_f5bcf8a88a,2025-11-20T18:15:00+00:00,4,69.46115278,2.5006015
site_ad3433ffac,2025-11-20T18:30:00+00:00,4,213.83098611,7.6979155
site_e726c7cce5,2025-11-20T18:30:00+00:00,4,112.25936328,4.04133708
site_f5bcf8a88a,2025-11-20T18:30:00+00:00,4,157.28118403,5.66212263
site_ad3433ffac,2025-11-20T18:45:00+00:00,4,564.57954601,20.32486366
site_e726c7cce5,2025-11-20T18:45:00+00:00,4,454.33936111,16.356217
site_f5bcf8a88a,2025-11-20T18:45:00+00:00,4,488.39079948,17.58206878
site_ad3433ffac,2025-11-20T19:00:00+00:00,4,321.25407118,11.56514656
site_e726c7cce5,2025-11-20T19:00:00+00:00,4,153.4443763,5.52399755
site_f5bcf8a88a,2025-11-20T19:00:00+00:00,4,276.94937674,9.97017756
site_ad3433ffac,2025-11-20T19:15:00+00:00,4,340.27313802,12.24983297
site_e726c7cce5,2025-11-20T19:15:00+00:00,4,448.50228559,16.14608228
site_f5bcf8a88a,2025-11-20T19:15:00+00:00,4,223.35079861,8.04062875
site_ad3433ffac,2025-11-20T19:30:00+00:00,4,252.79929688,9.10077469
site_e726c7cce5,2025-11-20T19:30:00+00:00,4,406.15525347,14.62158912
site_f5bcf8a88a,2025-11-20T19:30:00+00:00,4,350.90068403,12.63242463
site_ad3433ffac,2025-11-20T19:45:00+00:00,4,93.81779427,3.37744059
site_e726c7cce5,2025-11-20T19:45:00+00:00,4,336.72898872,12.12224359
site_f5bcf8a88a,2025-11-20T19:45:00+00:00,4,282.77046267,10.17973666
site_ad3433ffac,2025-11-20T20:00:00+00:00,4,94.30570052,3.39500522
site_e726c7cce5,2025-11-20T20:00:00+00:00,4,309.26751042,11.13363037
site_f5bcf8a88a,2025-11-20T20:00:00+00:00,4,665.97980903,23.97527312
site_ad3433ffac,2025-11-20T20:15:00+00:00,4,50.57962847,1.82086663
site_e726c7cce5,2025-11-20T20:15:00+00:00,4,188.52285373,6.78682273
site_f5bcf8a88a,2025-11-20T20:15:00+00:00,4,900.65176042,32.42346338
site_ad3433ffac,2025-11-20T20:30:00+00:00,4,46.80134983,1.68484859
site_e726c7cce5,2025-11-20T20:30:00+00:00,4,57.652227,2.07548017
site_f5bcf8a88a,2025-11-20T20:30:00+00:00,4,722.75425608,26.01915322
site_ad3433ffac,2025-11-20T20:45:00+00:00,4,309.24161632,11.13269819
site_e726c7cce5,2025-11-20T20:45:00+00:00,4,110.53974653,3.97943088
site_f5bcf8a88a,2025-11-20T20:45:00+00:00,4,487.29638889,17.54267
site_ad3433ffac,2025-11-20T21:00:00+00:00,4,56.54479427,2.03561259
site_e726c7cce5,2025-11-20T21:00:00+00:00,4,103.82790929,3.73780473
site_f5bcf8a88a,2025-11-20T21:00:00+00:00,4,327.28437326,11.78223744
site_ad3433ffac,2025-11-20T21:15:00+00:00,4,214.07959375,7.70686537
site_e726c7cce5,2025-11-20T21:15:00+00:00,4,252.03498958,9.07325962
site_f5bcf8a88a,2025-11-20T21:15:00+00:00,4,377.50820747,13.59029547
site_ad3433ffac,2025-11-20T21:30:00+00:00,4,98.99888976,3.56396003
site_e726c7cce5,2025-11-20T21:30:00+00:00,4,41.88064019,1.50770305
site_f5bcf8a88a,2025-11-20T21:30:00+00:00,4,151.80061806,5.46482225
site_ad3433ffac,2025-11-20T21:45:00+00:00,4,158.50739323,5.70626616
site_e726c7cce5,2025-11-20T21:45:00+00:00,4,217.90241016,7.84448677
site_f5bcf8a88a,2025-11-20T21:45:00+00:00,4,87.89458767,3.16420516
site_ad3433ffac,2025-11-20T22:00:00+00:00,4,379.06109896,13.64619956
site_e726c7cce5,2025-11-20T22:00:00+00:00,4,84.32343967,3.03564383
site_f5bcf8a88a,2025-11-20T22:00:00+00:00,4,228.30933854,8.21913619
site_ad3433ffac,2025-11-20T22:15:00+00:00,4,126.28620226,4.54630328
site_e726c7cce5,2025-11-20T22:15:00+00:00,4,365.29160937,13.15049794
site_f5bcf8a88a,2025-11-20T22:15:00+00:00,4,223.18323177,8.03459634
site_ad3433ffac,2025-11-20T22:30:00+00:00,4,128.69911979,4.63316831
site_e726c7cce5,2025-11-20T22:30:00+00:00,4,33.99853689,1.22394733
site_f5bcf8a88a,2025-11-20T22:30:00+00:00,4,117.43403038,4.22762509
site_ad3433ffac,2025-11-20T22:45:00+00:00,4,592.36177517,21.32502391
site_e726c7cce5,2025-11-20T22:45:00+00:00,4,63.83535069,2.29807263
site_f5bcf8a88a,2025-11-20T22:45:00+00:00,4,814.34351823,29.31636666
site_ad3433ffac,2025-11-20T23:00:00+00:00,4,118.20061892,4.25522228
site_e726c7cce5,2025-11-20T23:00:00+00:00,4,37.12951128,1.33666241
site_f5bcf8a88a,2025-11-20T23:00:00+00:00,4,336.24934115,12.10497628
site_ad3433ffac,2025-11-20T23:15:00+00:00,4,55.96694878,2.01481016
site_e726c7cce5,2025-11-20T23:15:00+00:00,4,221.93174479,7.98954281
site_f5bcf8a88a,2025-11-20T23:15:00+00:00,4,687.55710677,24.75205584
site_ad3433ffac,2025-11-20T23:30:00+00:00,4,34.48025,1.241289
site_e726c7cce5,2025-11-20T23:30:00+00:00,4,263.29063585,9.47846289
site_f5bcf8a88a,2025-11-20T23:30:00+00:00,4,192.60875694,6.93391525
site_ad3433ffac,2025-11-20T23:45:00+00:00,4,57.95414757,2.08634931
site_e726c7cce5,2025-11-20T23:45:00+00:00,4,4.32078472,0.15554825
site_f5bcf8a88a,2025-11-20T23:45:00+00:00,4,42.02450781,1.51288228
site_ad3433ffac,2025-11-21T00:00:00+00:00,4,102.78898437,3.70040344
site_e726c7cce5,2025-11-21T00:00:00+00:00,4,464.42683203,16.71936595
site_f5bcf8a88a,2025-11-21T00:00:00+00:00,4,257.9435599,9.28596816
site_ad3433ffac,2025-11-21T00:15:00+00:00,4,64.78875347,2.33239512
site_e726c7cce5,2025-11-21T00:15:00+00:00,4,211.55041189,7.61581483
site_f5bcf8a88a,2025-11-21T00:15:00+00:00,4,159.86715538,5.75521759
site_ad3433ffac,2025-11-21T00:30:00+00:00,4,23.73571701,0.85448581
site_e726c7cce5,2025-11-21T00:30:00+00:00,4,811.50544358,29.21419597
site_f5bcf8a88a,2025-11-21T00:30:00+00:00,4,167.90551649,6.04459859
site_ad3433ffac,2025-11-21T00:45:00+00:00,4,1.62788976,0.05860403
site_e726c7cce5,2025-11-21T00:45:00+00:00,4,275.88817622,9.93197434
site_f5bcf8a88a,2025-11-21T00:45:00+00:00,4,55.60133854,2.00164819
site_ad3433ffac,2025-11-21T01:00:00+00:00,4,9.52377083,0.34285575
site_e726c7cce5,2025-11-21T01:00:00+00:00,4,195.72066319,7.04594388
site_f5bcf8a88a,2025-11-21T01:00:00+00:00,4,376.46478646,13.55273231
site_ad3433ffac,2025-11-21T01:15:00+00:00,4,224.82072309,8.09354603
site_e726c7cce5,2025-11-21T01:15:00+00:00,4,1305.83678429,47.01012423
site_f5bcf8a88a,2025-11-21T01:15:00+00:00,4,226.77105382,8.16375794
site_ad3433ffac,2025-11-21T01:30:00+00:00,4,99.24646962,3.57287291
site_e726c7cce5,2025-11-21T01:30:00+00:00,4,616.65168359,22.19946061
site_f5bcf8a88a,2025-11-21T01:30:00+00:00,4,195.30858507,7.03110906
site_ad3433ffac,2025-11-21T01:45:00+00:00,4,580.50192274,20.89806922
site_e726c7cce5,2025-11-21T01:45:00+00:00,4,624.60152083,22.48565475
site_f5bcf8a88a,2025-11-21T01:45:00+00:00,4,245.13126302,8.82472547
site_ad3433ffac,2025-11-21T02:00:00+00:00,4,235.93620226,8.49370328
site_e726c7cce5,2025-11-21T02:00:00+00:00,4,1569.13388194,56.48881975
site_f5bcf8a88a,2025-11-21T02:00:00+00:00,4,353.6118151,12.73002534
site_ad3433ffac,2025-11-21T02:15:00+00:00,4,133.30945399,4.79914034
site_e726c7cce5,2025-11-21T02:15:00+00:00,4,1445.31078863,52.03118839
site_f5bcf8a88a,2025-11-21T02:15:00+00:00,4,344.65465278,12.4075675
site_ad3433ffac,2025-11-21T02:30:00+00:00,4,208.33982118,7.50023356
site_e726c7cce5,2025-11-21T02:30:00+00:00,4,1264.48855903,45.52158813
site_f5bcf8a88a,2025-11-21T02:30:00+00:00,4,303.14537066,10.91323334
site_ad3433ffac,2025-11-21T02:45:00+00:00,4,262.18055642,9.43850003
site_e726c7cce5,2025-11-21T02:45:00+00:00,4,367.84244227,13.24232792
site_f5bcf8a88a,2025-11-21T02:45:00+00:00,4,192.64303993,6.93514944
site_ad3433ffac,2025-11-21T03:00:00+00:00,4,132.32004167,4.7635215
site_e726c7cce5,2025-11-21T03:00:00+00:00,4,74.2105651,2.67158034
site_f5bcf8a88a,2025-11-21T03:00:00+00:00,4,148.63430642,5.35083503
site_ad3433ffac,2025-11-21T03:15:00+00:00,4,83.40848351,3.00270541
site_e726c7cce5,2025-11-21T03:15:00+00:00,4,288.51810851,10.38665191
site_f5bcf8a88a,2025-11-21T03:15:00+00:00,4,118.12744878,4.25258816
site_ad3433ffac,2025-11-21T03:30:00+00:00,4,26.4741059,0.95306781
site_e726c7cce5,2025-11-21T03:30:00+00:00,4,28.13445747,1.01284047
site_f5bcf8a88a,2025-11-21T03:30:00+00:00,4,82.66049219,2.97577772
site_ad3433ffac,2025-11-21T03:45:00+00:00,4,32.0701901,1.15452684
site_e726c7cce5,2025-11-21T03:45:00+00:00,4,107.33425521,3.86403319
site_f5bcf8a88a,2025-11-21T03:45:00+00:00,4,92.94686024,3.34608697
site_ad3433ffac,2025-11-21T04:00:00+00:00,4,89.29926997,3.21477372
site_e726c7cce5,2025-11-21T04:00:00+00:00,4,81.39590191,2.93025247
site_f5bcf8a88a,2025-11-21T04:00:00+00:00,4,236.57275955,8.51661934
site_ad3433ffac,2025-11-21T04:15:00+00:00,4,60.48789323,2.17756416
site_e726c7cce5,2025-11-21T04:15:00+00:00,4,45.42617795,1.63534241
site_f5bcf8a88a,2025-11-21T04:15:00+00:00,4,237.10399306,8.53574375
site_ad3433ffac,2025-11-21T04:30:00+00:00,4,98.21631163,3.53578722
site_e726c7cce5,2025-11-21T04:30:00+00:00,4,202.00655425,7.27223595
site_f5bcf8a88a,2025-11-21T04:30:00+00:00,4,221.53579514,7.97528862
site_ad3433ffac,2025-11-21T04:45:00+00:00,4,23.52737847,0.84698563
site_e726c7cce5,2025-11-21T04:45:00+00:00,4,91.54359635,3.29556947
site_f5bcf8a88a,2025-11-21T04:45:00+00:00,4,286.78091667,10.324113
site_ad3433ffac,2025-11-21T05:00:00+00:00,4,67.68786111,2.436763
site_e726c7cce5,2025-11-21T05:00:00+00:00,4,112.48167014,4.04934012
site_f5bcf8a88a,2025-11-21T05:00:00+00:00,4,277.15911632,9.97772819
site_ad3433ffac,2025-11-21T05:15:00+00:00,4,252.93356771,9.10560844
site_e726c7cce5,2025-11-21T05:15:00+00:00,4,339.21437153,12.21171738
site_f5bcf8a88a,2025-11-21T05:15:00+00:00,4,462.99518056,16.6678265
site_ad3433ffac,2025-11-21T05:30:00+00:00,4,609.02219358,21.92479897
site_e726c7cce5,2025-11-21T05:30:00+00:00,4,704.96832378,25.37885966
site_f5bcf8a88a,2025-11-21T05:30:00+00:00,4,1023.63958507,36.85102506
site_ad3433ffac,2025-11-21T05:45:00+00:00,4,329.46539062,11.86075406
site_e726c7cce5,2025-11-21T05:45:00+00:00,4,511.71075738,18.42158727
site_f5bcf8a88a,2025-11-21T05:45:00+00:00,4,303.27491059,10.91789678
site_ad3433ffac,2025-11-21T06:00:00+00:00,4,119.01330469,4.28447897
site_e726c7cce5,2025-11-21T06:00:00+00:00,4,232.53823307,8.37137639
site_f5bcf8a88a,2025-11-21T06:00:00+00:00,4,316.08689583,11.37912825
site_ad3433ffac,2025-11-21T06:15:00+00:00,4,180.99685764,6.51588688
site_e726c7cce5,2025-11-21T06:15:00+00:00,4,57.80986502,2.08115514
site_f5bcf8a88a,2025-11-21T06:15:00+00:00,4,145.66670573,5.24400141
