bucket_1d,site_id,records,energy_wh,cfp_g,work,ncores,ncores_per_record
2025-12-18 00:00:00,site_e726c7cce5,6904,6476.026999565972,217.59450718541663,161202172.7026728,537120,77.798378
2025-12-18 00:00:00,site_f5bcf8a88a,6007,3484.966857638888,101.20343754583331,206331756.79999998,642688,106.989845
2025-12-19 00:00:00,site_ad3433ffac,165,479.2854687500001,16.103991750000002,3845873.8285714285,10016,60.703030
2025-12-19 00:00:00,site_e726c7cce5,265,788.5333997395837,26.49472223125,4945727.168294929,16096,60.739623
2025-12-19 00:00:00,site_f5bcf8a88a,9788,7683.080458333333,223.12061278500005,322044243.2000003,976684,99.783817
2025-12-20 00:00:00,site_ad3433ffac,9254,13823.999378472223,464.48637911666657,196310784,620840,67.088826
2025-12-20 00:00:00,site_e726c7cce5,5625,6781.257627604163,227.85025628749995,116190940.57880183,398048,70.764089
2025-12-20 00:00:00,site_f5bcf8a88a,62340,49074.98855642361,1425.137667678542,2057430489.6000006,6074240,97.437279
2025-12-21 00:00:00,site_ad3433ffac,7944,12920.321147569442,434.1227905583334,163895603.65714288,451124,56.788016
2025-12-21 00:00:00,site_e726c7cce5,5753,12971.824007812496,435.86707995104166,87283041.28589861,247776,43.069007
2025-12-21 00:00:00,site_f5bcf8a88a,12841,11241.832339409724,326.46281113645824,437117055.99999994,1360384,105.940659
2025-12-22 00:00:00,site_ad3433ffac,18088,21910.16616493055,737.2798989020831,367823935.5428571,1161636,64.221362
2025-12-22 00:00:00,site_e726c7cce5,13050,26391.84381163194,887.7131987458336,175929491.27668196,497216,38.100843
2025-12-22 00:00:00,site_f5bcf8a88a,21669,12661.286401041665,369.739325325,819548492.8000005,2290560,105.706770
2025-12-23 00:00:00,site_ad3433ffac,10347,22297.924343749997,753.8472214166665,220753501.25714278,728852,70.440901
2025-12-23 00:00:00,site_e726c7cce5,8176,22989.204312934027,775.7635309187499,105387481.67668205,289712,35.434442
2025-12-23 00:00:00,site_f5bcf8a88a,20056,19906.7146892361,587.9274082791668,712518752.0000001,2119488,105.678500
2025-12-24 00:00:00,site_ad3433ffac,10485,23776.696723958343,800.77352934375,240915229.71428573,767200,73.171197
2025-12-24 00:00:00,site_e726c7cce5,8216,32835.394871961806,1106.6953985052082,99361290.61161292,260144,31.663096
2025-12-24 00:00:00,site_f5bcf8a88a,19142,19083.44067361111,558.658486913333,630252063.9999999,1988480,103.880472
2025-12-25 00:00:00,site_ad3433ffac,11966,10662.822798611112,358.4197983562498,253251268.57142854,841920,70.359351
2025-12-25 00:00:00,site_e726c7cce5,8228,13288.957482204863,446.8462037041667,103163489.7223963,285120,34.652406
2025-12-25 00:00:00,site_f5bcf8a88a,15608,9821.931280381941,286.1397259268751,519784083.20000005,1561408,100.038954
2025-12-26 00:00:00,site_ad3433ffac,17876,21906.931651909712,736.185567327083,388507648.91428566,1255828,70.252182
2025-12-26 00:00:00,site_e726c7cce5,8414,16403.75981206597,551.3152477312502,100141583.65493089,268304,31.887806
2025-12-26 00:00:00,site_f5bcf8a88a,27490,21771.683117187516,632.7728282135414,913468972.8000002,2775808,100.975191
2025-12-27 00:00:00,site_ad3433ffac,291,0,0,0,3492,12.000000
2025-12-27 00:00:00,site_e726c7cce5,41,0,0,0,492,12.000000
2025-12-27 00:00:00,site_f5bcf8a88a,205,0,0,0,2460,12.000000
2025-12-28 00:00:00,site_ad3433ffac,521,1.680040798611111,0.05644937083333333,3598516.571428572,17452,33.497121
2025-12-28 00:00:00,site_e726c7cce5,3096,0.7565199652777777,0.02541907083333333,994716.5375115209,39492,12.755814
2025-12-28 00:00:00,site_f5bcf8a88a,1919,4.955623263888888,0.14396393458333331,23970758.4,84700,44.137572
2025-12-29 00:00:00,site_ad3433ffac,7082,5637.783519097221,189.43567667916665,149544911.54285714,511472,72.221406
2025-12-29 00:00:00,site_e726c7cce5,5617,5955.338828993056,200.10777059374988,76414157.17161287,225568,40.158092
2025-12-29 00:00:00,site_f5bcf8a88a,17129,7607.346701388891,220.93962094541666,505569791.9999999,1533720,89.539378
2025-12-30 00:00:00,site_ad3433ffac,21019,24886.18549131946,836.2439802729167,428267573.94285727,1542824,73.401399
2025-12-30 00:00:00,site_e726c7cce5,16239,28411.444964843744,954.9686610937501,230942156.96516123,693120,42.682431
2025-12-30 00:00:00,site_f5bcf8a88a,34466,24823.142263888883,721.0986424522916,1176757382.4000006,3564672,103.425753
2025-12-31 00:00:00,site_ad3433ffac,16649,23072.652180555553,775.3122904729164,339206985.1428571,1046680,62.867439
2025-12-31 00:00:00,site_e726c7cce5,14183,30529.599006510416,1026.0307061833335,175930493.92368674,496112,34.979341
2025-12-31 00:00:00,site_f5bcf8a88a,8922,7217.373355902778,209.71734145895834,313643763.2000001,967232,108.409774
2026-01-01 00:00:00,site_ad3433ffac,12828,13562.182823784718,455.7454883270832,276094893.257143,979032,76.319925
2026-01-01 00:00:00,site_e726c7cce5,7576,13999.219930989588,470.4084887864584,91075099.80608295,238416,31.469905
2026-01-01 00:00:00,site_f5bcf8a88a,32093,14167.322558159727,411.7098378820834,1155043347.1999993,3502656,109.140810
2026-01-02 00:00:00,site_ad3433ffac,14225,13772.190918402777,464.38758267291666,309637833.6,990352,69.620527
2026-01-02 00:00:00,site_e726c7cce5,6733,10378.463729600699,349.6680693937499,100034440.94820274,283088,42.044854
2026-01-02 00:00:00,site_f5bcf8a88a,16516,8396.381169270833,247.92524831645832,633839398.4,1776128,107.539840
2026-01-03 00:00:00,site_ad3433ffac,6907,5226.43114409722,175.60808644166661,146007392.45714286,428196,61.994498
2026-01-03 00:00:00,site_e726c7cce5,4656,5711.479873697915,191.9059868364583,54646982.8954839,139040,29.862543
2026-01-03 00:00:00,site_f5bcf8a88a,11564,3598.847111111111,104.51052010666669,422353286.4000001,1214400,105.015566
2026-01-04 00:00:00,site_ad3433ffac,8584,10605.352526041668,356.36520329166666,163256153.1428571,389580,45.384436
2026-01-04 00:00:00,site_e726c7cce5,7679,13961.941545572918,469.215930159375,93976023.25824887,259296,33.766897
2026-01-04 00:00:00,site_f5bcf8a88a,15741,9083.569995659722,263.97140601145844,541118188.8000002,1631872,103.670161
2026-01-05 00:00:00,site_ad3433ffac,8179,11839.569625868055,397.8156654708335,167517308.8,612560,74.894241
2026-01-05 00:00:00,site_e726c7cce5,8082,16808.420929687505,564.8730083979165,114509306.6676497,340032,42.072754
2026-01-05 00:00:00,site_f5bcf8a88a,14460,12551.200768229177,364.8209859431249,475218515.1999998,1512064,104.568741
2026-01-06 00:00:00,site_ad3433ffac,15675,21529.87519097222,723.4356348979165,318500110.6285714,1070404,68.287337
2026-01-06 00:00:00,site_e726c7cce5,23376,36779.94480381943,1235.9150321614582,373360159.58709687,1200168,51.341889
2026-01-06 00:00:00,site_f5bcf8a88a,29704,22775.086236979172,661.4332287954167,1032337747.2,3081216,103.730676
2026-01-07 00:00:00,site_ad3433ffac,38999,32116.36068576389,1079.1847427729174,794747606.3999999,2539956,65.128747
2026-01-07 00:00:00,site_e726c7cce5,28460,28201.35351302083,947.5971449885416,452726152.9305068,1442928,50.700211
2026-01-07 00:00:00,site_f5bcf8a88a,63004,29346.566257812505,852.3823561302084,2092417849.6,6480704,102.861787
2026-01-08 00:00:00,site_ad3433ffac,21606,18906.65837065972,635.4199229312501,468796045.2571427,1601388,74.117745
2026-01-08 00:00:00,site_e726c7cce5,15225,16900.528972656244,567.9490824947915,249076738.93161288,791904,52.013399
2026-01-08 00:00:00,site_f5bcf8a88a,47552,27594.143473958335,801.743543085834,1748128499.2000005,4971008,104.538358
2026-01-09 00:00:00,site_ad3433ffac,18512,16326.993023437495,1534.548667520312,387072842.0571429,1305568,70.525497
2026-01-09 00:00:00,site_e726c7cce5,10383,11272.511502604166,857.3744796233507,181631384.57364058,588304,56.660310
2026-01-09 00:00:00,site_f5bcf8a88a,29284,16006.378755208341,1038.9948955626298,990431398.3999996,3112704,106.293676
2026-01-10 00:00:00,site_ad3433ffac,7704,8428.154556423606,931.2106538074652,162273342.62857145,604904,78.518172
2026-01-10 00:00:00,site_e726c7cce5,6681,8646.304187500002,766.1137003688367,112624059.2516129,352256,52.725041
2026-01-10 00:00:00,site_f5bcf8a88a,14660,9602.704796006949,821.856763556432,515348908.79999995,1516288,103.430286
2026-01-11 00:00:00,site_ad3433ffac,7211,6538.002960937501,5450.838491690973,157709664.91428575,568716,78.867841
2026-01-11 00:00:00,site_e726c7cce5,6626,8615.457848958335,3716.4042240578997,111722743.88350229,357472,53.949894
2026-01-11 00:00:00,site_f5bcf8a88a,11779,6565.081047743054,4074.451618671329,392956864,1213056,102.984634
2026-01-12 00:00:00,site_ad3433ffac,16950,18080.57502517362,5549.036951330558,353607247.0857141,1144412,67.516932
2026-01-12 00:00:00,site_e726c7cce5,11626,15700.29877951389,1866.1796734939237,188583725.18930873,629424,54.139343
2026-01-12 00:00:00,site_f5bcf8a88a,26027,16144.138422743057,3416.7635551498092,896075519.9999999,2654848,102.003612
2026-01-13 00:00:00,site_ad3433ffac,21275,22834.136261284722,13457.004157517878,484202510.6285715,1625408,76.399906
2026-01-13 00:00:00,site_e726c7cce5,18927,27491.328446614578,6604.9544437436625,302192624.69308746,904272,47.776827
2026-01-13 00:00:00,site_f5bcf8a88a,38711,26556.289101562495,10083.22042511718,1309012428.8000002,4072960,105.214539
2026-01-14 00:00:00,site_ad3433ffac,25102,16412.364480034725,10606.389524351736,584329049.5999999,1904668,75.877141
2026-01-14 00:00:00,site_e726c7cce5,13947,10263.977941406252,2917.654766686718,269216107.79723495,811712,58.199756
2026-01-14 00:00:00,site_f5bcf8a88a,41256,16432.077558159715,8561.306438671767,1403577548.800001,4230144,102.534031
2026-01-15 00:00:00,site_ad3433ffac,25235,25524.046562500003,11451.435959489232,568276529.3714286,1934016,76.640222
2026-01-15 00:00:00,site_e726c7cce5,14559,18006.966480468753,4801.39138558307,277758098.16774195,858464,58.964489
2026-01-15 00:00:00,site_f5bcf8a88a,41945,22525.640909722224,6756.136668089947,1428527360.0000002,4264064,101.658458
2026-01-16 00:00:00,site_ad3433ffac,20022,27534.610307291667,19051.015036072215,432453424.9142858,1544556,77.142943
2026-01-16 00:00:00,site_e726c7cce5,14223,21626.086503906263,9220.461173014146,252029050.89179724,873376,61.405892
2026-01-16 00:00:00,site_f5bcf8a88a,26500,20890.43847222222,11031.21325768544,975025644.8000003,2821824,106.483925
2026-01-17 00:00:00,site_ad3433ffac,7191,10083.765487847219,9766.068968931768,147020508.34285712,523776,72.837714
2026-01-17 00:00:00,site_e726c7cce5,4835,8080.662442708332,2708.064904028386,79593156.84276496,282176,58.361117
2026-01-17 00:00:00,site_f5bcf8a88a,10031,7271.085276909724,5210.708254403292,372785132.8000001,1052672,104.941880
2026-01-18 00:00:00,site_ad3433ffac,9268,9991.119407986112,9634.001309820836,186921292.8,666008,71.861027
2026-01-18 00:00:00,site_e726c7cce5,7287,8227.002439236108,3677.6486617323785,124945800.42912443,457632,62.801153
2026-01-18 00:00:00,site_f5bcf8a88a,17666,10787.581664062503,8143.959211734853,599084787.1999999,1769152,100.144458
2026-01-19 00:00:00,site_ad3433ffac,25595,25724.346275173604,23674.47810449287,556997747.1999999,1822396,71.201250
2026-01-19 00:00:00,site_e726c7cce5,16833,19160.870515625003,9047.10332408507,299303436.705622,1044848,62.071407
2026-01-19 00:00:00,site_f5bcf8a88a,40266,22594.012313368057,15873.65391309311,1468163046.3999999,4196992,104.231659
2026-01-20 00:00:00,site_ad3433ffac,21614,15098.480715277783,14279.741216772738,449511349.9428573,1521972,70.416027
2026-01-20 00:00:00,site_e726c7cce5,16385,14611.684148003469,5542.903215399738,292585074.91686636,884448,53.979127
2026-01-20 00:00:00,site_f5bcf8a88a,40342,17070.400671006948,12100.989148515166,1434834214.4000006,4244160,105.204502
2026-01-21 00:00:00,site_ad3433ffac,25766,17038.01254427083,13031.036207433854,565334164.1142858,1942776,75.400761
2026-01-21 00:00:00,site_e726c7cce5,22578,18159.415242621533,4779.071424611979,428579267.26783425,1352320,59.895473
2026-01-21 00:00:00,site_f5bcf8a88a,38344,15496.161727430555,8568.291969555927,1366944307.2,4165248,108.628416
2026-01-22 00:00:00,site_ad3433ffac,20090,13943.672495659726,9662.539109213545,455725900.8000002,1552412,77.272872
2026-01-22 00:00:00,site_e726c7cce5,12808,11557.496945312494,2926.9836269825537,224142735.85548386,723824,56.513429
2026-01-22 00:00:00,site_f5bcf8a88a,25712,9796.022407986115,5062.795573562926,959555238.4000002,2765696,107.564406
2026-01-23 00:00:00,site_ad3433ffac,22956,14041.361747395833,12599.06487865911,526074146.2857142,1685284,73.413661
2026-01-23 00:00:00,site_e726c7cce5,15863,13279.534424479169,3829.799262011112,277802086.71262676,897616,56.585513
2026-01-23 00:00:00,site_f5bcf8a88a,36693,13164.729068576393,7189.647954020946,1252006707.1999998,3815616,103.987573
2026-01-24 00:00:00,site_ad3433ffac,21002,17901.24200781251,10910.707921179604,270470599.7714287,1299512,61.875631
2026-01-24 00:00:00,site_e726c7cce5,12743,10836.891953125001,1952.777712220833,161476218.10728106,745072,58.469120
2026-01-24 00:00:00,site_f5bcf8a88a,33506,14444.195704861108,4279.224466286338,693465305.6,3615808,107.915239
2026-01-25 00:00:00,site_ad3433ffac,6171,8498.41199652778,346.6443059083333,0,429832,69.653541
2026-01-25 00:00:00,site_e726c7cce5,4841,6993.648903645834,285.34087526875015,0,308000,63.623218
2026-01-25 00:00:00,site_f5bcf8a88a,9589,7038.069471354166,204.38553744812506,0,960960,100.214829
2026-01-26 00:00:00,site_ad3433ffac,21945,19033.222421006936,20765.49972580095,0,1551208,70.686170
2026-01-26 00:00:00,site_e726c7cce5,11471,12099.212512586804,6042.438975044442,0,661760,57.689827
2026-01-26 00:00:00,site_f5bcf8a88a,23426,12615.00156597222,6811.422664032144,0,2491136,106.340647
2026-01-27 00:00:00,site_ad3433ffac,25261,23086.031901909722,33287.78536515269,0,1982404,78.476862
2026-01-27 00:00:00,site_e726c7cce5,19078,24166.588453559023,23727.05514165433,0,1148768,60.214278
2026-01-27 00:00:00,site_f5bcf8a88a,39881,20266.450228298607,17490.135423145563,0,4184640,104.928161
2026-01-28 00:00:00,site_ad3433ffac,23787,24756.776919270837,40236.72229193368,0,1615312,67.907344
2026-01-28 00:00:00,site_e726c7cce5,12812,16298.576894965277,24481.523405944234,0,801344,62.546363
2026-01-28 00:00:00,site_f5bcf8a88a,32729,17874.664657986115,21252.053645557946,0,3506072,107.124324
2026-01-29 00:00:00,site_ad3433ffac,36966,35231.53749739581,45977.9603896402,0,2730420,73.863009
2026-01-29 00:00:00,site_e726c7cce5,32576,38385.424973524314,24767.395148762767,0,1882096,57.775540
2026-01-29 00:00:00,site_f5bcf8a88a,78185,39546.991651041666,26621.881490393156,0,8330112,106.543608
2026-01-30 00:00:00,site_ad3433ffac,20807,23509.15503906251,22322.290990704765,0,1604764,77.126159
2026-01-30 00:00:00,site_e726c7cce5,18632,32794.346165798604,11481.186233554557,0,930528,49.942465
2026-01-30 00:00:00,site_f5bcf8a88a,40201,27787.72768836806,19116.307127958946,0,4231744,105.264645
2026-01-31 00:00:00,site_ad3433ffac,15133,22237.38554340277,18758.546810261803,0,1143424,75.558316
2026-01-31 00:00:00,site_e726c7cce5,16583,29972.536906250007,8762.163437176043,0,891328,53.749503
2026-01-31 00:00:00,site_f5bcf8a88a,25390,20874.094678819445,12960.435714960362,0,2676608,105.419772
2026-02-01 00:00:00,site_ad3433ffac,16897,15957.485005208327,14933.435003483166,0,1197596,70.876250
2026-02-01 00:00:00,site_e726c7cce5,12748,13465.001729166672,4838.450390433678,0,782416,61.375588
2026-02-01 00:00:00,site_f5bcf8a88a,23881,14572.394161458333,10143.450046538454,0,2453696,102.746786
2026-02-02 00:00:00,site_ad3433ffac,18028,19302.36831163194,15531.082564192704,0,1239396,68.748391
2026-02-02 00:00:00,site_e726c7cce5,15336,21904.214059895832,6962.063896167798,0,807648,52.663537
2026-02-02 00:00:00,site_f5bcf8a88a,36843,21706.17382899305,13296.242686351317,0,3702640,100.497788
2026-02-03 00:00:00,site_ad3433ffac,22130,24575.069257812498,15321.993871886287,0,1589644,71.832083
2026-02-03 00:00:00,site_e726c7cce5,18467,25114.540775607646,6947.6088216135395,0,860736,46.609411
2026-02-03 00:00:00,site_f5bcf8a88a,41622,30258.9775451389,14309.102286443782,0,4041100,97.090481
2026-02-04 00:00:00,site_ad3433ffac,16415,13394.15444010417,11827.903051730209,0,1114156,67.874261
2026-02-04 00:00:00,site_e726c7cce5,7519,6919.688347656252,2240.775140388628,0,411888,54.779625
2026-02-04 00:00:00,site_f5bcf8a88a,14871,7310.894032986111,4779.795264841043,0,1295488,87.115056
2026-02-05 00:00:00,site_e726c7cce5,109,2.3872560763888893,0.7719177399305555,0,5728,52.550459
2026-02-06 00:00:00,site_ad3433ffac,10003,8598.50821875,11204.894319800087,0,673676,67.347396
2026-02-06 00:00:00,site_e726c7cce5,8775,9387.414171440972,4173.33624592396,0,535744,61.053447
2026-02-06 00:00:00,site_f5bcf8a88a,13132,5361.140828993055,3621.478389061893,0,1368408,104.204082
2026-02-07 00:00:00,site_ad3433ffac,18232,26418.487963541666,36676.377802471696,0,1177836,64.602677
2026-02-07 00:00:00,site_e726c7cce5,18526,38488.03704513889,20982.752909132072,0,1058656,57.144338
2026-02-07 00:00:00,site_f5bcf8a88a,36055,28663.78696440972,19756.174833205456,0,3694272,102.462127
2026-02-08 00:00:00,site_ad3433ffac,34918,31791.558730902776,48567.40711767077,0,2265180,64.871413
