bucket_1h,site_id,records,energy_wh,cfp_g,work,ncores,ncores_per_record
2025-11-20 18:00:00,site_ad3433ffac,914,1152.8827430555557,41.503778749999995,20932061.714285716,70864,77.531729
2025-11-20 18:00:00,site_e726c7cce5,322,782.13364453125,28.156811203125,4396196.553732719,10928,33.937888
2025-11-20 18:00:00,site_f5bcf8a88a,1036,773.8955434027775,27.8602395625,34303712,113920,109.961390
2025-11-20 19:00:00,site_ad3433ffac,666,1008.1443003472225,36.2931948125,14915169.371428572,49208,73.885886
2025-11-20 19:00:00,site_e726c7cce5,565,1344.830904079861,48.413912546875004,7545134.652165897,18880,33.415929
2025-11-20 19:00:00,site_f5bcf8a88a,1601,1133.971322048611,40.82296759375001,52321734.39999999,167936,104.894441
2025-11-20 20:00:00,site_ad3433ffac,245,500.9282951388889,18.033418625000003,5796261.485714286,21368,87.216327
2025-11-20 20:00:00,site_e726c7cce5,219,665.982337673611,23.975364156250002,2838845.7821198152,6752,30.831050
2025-11-20 20:00:00,site_f5bcf8a88a,2675,2776.6822144097223,99.96055971874999,87255321.60000001,270784,101.227664
2025-11-20 21:00:00,site_ad3433ffac,510,528.1306710069446,19.01270415625,12458477.714285715,46536,91.247059
2025-11-20 21:00:00,site_e726c7cce5,221,615.6459492187499,22.163254171875,2997029.857327189,7168,32.434389
2025-11-20 21:00:00,site_f5bcf8a88a,1153,944.4877864583334,34.0015603125,37699104.00000001,118912,103.132697
2025-11-20 22:00:00,site_ad3433ffac,714,1226.408196180556,44.150695062500006,15535232,52816,73.971989
2025-11-20 22:00:00,site_e726c7cce5,69,547.4489366319444,19.70816171875,926770.6219354838,2176,31.536232
2025-11-20 22:00:00,site_f5bcf8a88a,1206,1383.2701189236109,49.797724281250005,39959731.2,123968,102.792703
2025-11-20 23:00:00,site_ad3433ffac,90,266.60196527777777,9.597670749999999,1779484.8,5144,57.155556
2025-11-20 23:00:00,site_e726c7cce5,67,526.6726766493056,18.960216359375,963201.8521658987,2368,35.343284
2025-11-20 23:00:00,site_f5bcf8a88a,1091,1258.4397126736112,45.303829656249995,36721356.79999999,118208,108.348304
2025-11-21 00:00:00,site_ad3433ffac,103,192.94134461805555,6.94588840625,1860355.657142857,5556,53.941748
2025-11-21 00:00:00,site_e726c7cce5,353,1763.3708637152777,63.48135109374999,5696341.152442398,14496,41.065156
2025-11-21 00:00:00,site_f5bcf8a88a,754,641.3175703125,23.087432531250002,25464908.80000001,72320,95.915119
2025-11-21 01:00:00,site_ad3433ffac,422,914.0928862847222,32.907343906250006,8356860.8,21876,51.838863
2025-11-21 01:00:00,site_e726c7cce5,692,2742.8106519097223,98.74118346875,11096357.892718893,27760,40.115607
2025-11-21 01:00:00,site_f5bcf8a88a,1334,1043.6756883680557,37.57232478125,45093894.400000006,131200,98.350825
2025-11-21 02:00:00,site_ad3433ffac,629,839.7660338541666,30.23157721875,13030968.685714286,34056,54.143084
2025-11-21 02:00:00,site_e726c7cce5,379,4646.775671875001,167.28392418750002,5977760.684239631,15264,40.274406
2025-11-21 02:00:00,site_f5bcf8a88a,1473,1194.0548784722223,42.985975624999995,50036998.400000006,142528,96.760353
2025-11-21 03:00:00,site_ad3433ffac,393,274.2728211805556,9.8738215625,8441273.142857142,23220,59.083969
2025-11-21 03:00:00,site_e726c7cce5,322,498.19738628472226,17.935105906249998,5075781.314654379,11968,37.167702
2025-11-21 03:00:00,site_f5bcf8a88a,1514,442.36910763888886,15.925287874999999,51058988.8,159936,105.638045
2025-11-21 04:00:00,site_ad3433ffac,308,271.53085329861113,9.77511071875,6413584,21948,71.259740
2025-11-21 04:00:00,site_e726c7cce5,289,420.37223046875,15.133400296875,4666142.289400922,11568,40.027682
2025-11-21 04:00:00,site_f5bcf8a88a,2091,981.9934644097225,35.351764718750005,70116998.40000002,208832,99.871832
2025-11-21 05:00:00,site_ad3433ffac,526,1259.1090130208331,45.327924468750005,11232394.971428571,37620,71.520913
2025-11-21 05:00:00,site_e726c7cce5,571,1668.375122829861,60.06150442187499,9193848.243317973,24224,42.423818
2025-11-21 05:00:00,site_f5bcf8a88a,1665,2067.0687925347215,74.41447653125,55726796.8,166912,100.247447
2025-11-21 06:00:00,site_ad3433ffac,385,380.2174670138889,13.6878288125,7733083.428571428,24120,62.649351
2025-11-21 06:00:00,site_e726c7cce5,295,350.55278298611114,12.619900187499999,5080897.486451613,13936,47.240678
2025-11-21 06:00:00,site_f5bcf8a88a,1350,676.138228298611,24.34097621875,44595840,144000,106.666667
2025-11-21 07:00:00,site_ad3433ffac,1439,861.8966015625,31.028277656250005,34127529.14285714,126352,87.805420
2025-11-21 07:00:00,site_e726c7cce5,550,469.89636328124993,16.916269078124998,8679478.951520735,22800,41.454545
2025-11-21 07:00:00,site_f5bcf8a88a,1093,403.6616232638888,14.5318184375,36259776,114688,104.929552
2025-11-21 08:00:00,site_ad3433ffac,714,460.8393307291667,16.59021590625,16783201.37142857,64044,89.697479
2025-11-21 08:00:00,site_e726c7cce5,325,375.01434157986114,13.500516296875002,5020231.396866359,14192,43.667692
2025-11-21 08:00:00,site_f5bcf8a88a,2188,1186.7336493055554,42.72241137500001,72771603.20000002,231488,105.798903
2025-11-21 09:00:00,site_ad3433ffac,632,637.8163376736111,22.961388156250003,12514624,35368,55.962025
2025-11-21 09:00:00,site_e726c7cce5,620,860.1422092013889,30.965119531250004,8048461.484239631,17088,27.561290
2025-11-21 09:00:00,site_f5bcf8a88a,2020,1070.4299852430554,38.53547946875,66491942.400000006,213632,105.758416
2025-11-21 10:00:00,site_ad3433ffac,1008,787.3215286458335,28.34357503124999,21645299.657142855,64512,64.000000
2025-11-21 10:00:00,site_e726c7cce5,251,771.3727417534722,27.769418703125,3358120.240368664,7120,28.366534
2025-11-21 10:00:00,site_f5bcf8a88a,1893,1001.8865607638888,36.0679161875,62266912,202112,106.768093
2025-11-21 11:00:00,site_ad3433ffac,290,241.63562586805554,8.69888253125,6182674.285714285,17296,59.641379
2025-11-21 11:00:00,site_e726c7cce5,122,312.09124001736114,11.235284640625002,1870510.044608295,4048,33.180328
2025-11-21 11:00:00,site_f5bcf8a88a,2356,1096.438484375,39.4717854375,77411219.19999999,241536,102.519525
2025-11-21 12:00:00,site_ad3433ffac,667,2827.350377604166,101.78461359375001,14366240,45196,67.760120
2025-11-21 12:00:00,site_e726c7cce5,512,2865.740224826389,103.16664809374997,8116012.693824885,21552,42.093750
2025-11-21 12:00:00,site_f5bcf8a88a,1917,2899.9762048611115,104.39914337500001,62679276.800000004,208704,108.870110
2025-11-21 13:00:00,site_ad3433ffac,646,2074.7746744791666,74.69188828125,13380382.628571428,42720,66.130031
2025-11-21 13:00:00,site_e726c7cce5,913,3197.2851128472225,115.10226406250001,13887052.021382486,34992,38.326396
2025-11-21 13:00:00,site_f5bcf8a88a,407,743.0327777777777,26.749180000000003,13092787.2,45888,112.746929
2025-11-21 14:00:00,site_ad3433ffac,934,3390.1369687499996,122.044930875,19368263.314285718,56128,60.094218
2025-11-21 14:00:00,site_e726c7cce5,455,1846.018701388889,66.45667325,7453139.612903226,19968,43.885714
2025-11-21 14:00:00,site_f5bcf8a88a,863,1533.0785060763887,55.19082621875,27803763.200000003,86144,99.819235
2025-11-21 15:00:00,site_ad3433ffac,1008,3942.7394973958335,141.93862190625,20725036.34285715,62640,62.142857
2025-11-21 15:00:00,site_e726c7cce5,1336,6168.2502118055545,222.05700762499995,21288777.20184332,53888,40.335329
2025-11-21 15:00:00,site_f5bcf8a88a,727,1361.6568055555554,49.019645,23317555.200000003,73280,100.797799
2025-11-21 16:00:00,site_ad3433ffac,1422,4623.420139756945,166.44312503125002,28402294.4,80900,56.891702
2025-11-21 16:00:00,site_e726c7cce5,1011,4106.494012586806,147.833784453125,15980710.748018432,40992,40.545994
2025-11-21 16:00:00,site_f5bcf8a88a,1185,3465.984717881944,124.77544984375001,39848435.199999996,126272,106.558650
2025-11-21 17:00:00,site_ad3433ffac,1328,4219.8818671875,151.91574721875003,27588961.82857143,73728,55.518072
2025-11-21 17:00:00,site_e726c7cce5,1185,5109.2596223958335,183.93334640625,18254510.935299538,45920,38.751055
2025-11-21 17:00:00,site_f5bcf8a88a,1739,3976.5418142361113,143.1555053125,59286291.2,192704,110.813111
2025-11-21 18:00:00,site_ad3433ffac,867,2342.9976371527778,84.34791493750001,17516189.257142857,48440,55.870819
2025-11-21 18:00:00,site_e726c7cce5,599,1992.7443224826388,71.738795609375,9259156.99907834,22896,38.223706
2025-11-21 18:00:00,site_f5bcf8a88a,2816,4146.336056423612,149.26809803125002,95261939.19999999,320512,113.818182
2025-11-21 19:00:00,site_ad3433ffac,1149,3561.5260468750002,128.2149376875,24347350.857142854,70388,61.260226
2025-11-21 19:00:00,site_e726c7cce5,1036,4241.750262586806,152.703009453125,15358534.942672811,37152,35.861004
2025-11-21 19:00:00,site_f5bcf8a88a,2216,3814.532725694444,137.32317812499997,76311398.4,246016,111.018051
2025-11-21 20:00:00,site_ad3433ffac,1001,3509.9140095486114,126.35690434374999,20453618.28571429,65076,65.010989
2025-11-21 20:00:00,site_e726c7cce5,690,3345.0987725694454,120.4235558125,10487189.26451613,25824,37.426087
2025-11-21 20:00:00,site_f5bcf8a88a,2627,4589.831299479168,165.23392678125003,90189248,298048,113.455653
2025-11-21 21:00:00,site_ad3433ffac,711,2626.7004236111115,94.56121525,14553613.257142857,43140,60.675105
2025-11-21 21:00:00,site_e726c7cce5,742,3090.7299301215276,111.266277484375,11264661.818986177,27408,36.938005
2025-11-21 21:00:00,site_f5bcf8a88a,2441,4304.792871527778,154.97254337500004,85763724.8,280320,114.838181
2025-11-21 22:00:00,site_ad3433ffac,584,2399.800870659722,86.39283134374999,11779371.428571431,36860,63.116438
2025-11-21 22:00:00,site_e726c7cce5,654,3821.8734440104163,137.587443984375,9804726.361658985,24160,36.941896
2025-11-21 22:00:00,site_f5bcf8a88a,2684,6017.531999131944,216.63115196874998,90677497.60000001,299072,111.427720
2025-11-21 23:00:00,site_ad3433ffac,893,2390.3973472222224,86.0543045,17842574.171428572,56760,63.561030
2025-11-21 23:00:00,site_e726c7cce5,866,3776.1019375000005,135.93966975,13075272.800737327,32848,37.930716
2025-11-21 23:00:00,site_f5bcf8a88a,2740,4831.699209201388,173.94117153125,91312352,302336,110.341606
2025-11-22 00:00:00,site_ad3433ffac,742,1283.5235885416666,46.2068491875,15042180.57142857,53788,72.490566
2025-11-22 00:00:00,site_e726c7cce5,659,1962.9109874131943,70.664795546875,9740598.078525346,24544,37.244310
2025-11-22 00:00:00,site_f5bcf8a88a,1649,1681.0041163194448,60.516148187500015,54587129.599999994,181696,110.185567
2025-11-22 01:00:00,site_ad3433ffac,802,955.2639427083333,34.3895019375,16618936.228571426,53908,67.216958
2025-11-22 01:00:00,site_e726c7cce5,386,538.5685269097221,19.38846696875,5819531.148387097,14864,38.507772
2025-11-22 01:00:00,site_f5bcf8a88a,2535,1635.034758680556,58.8612513125,84539417.6,271744,107.196844
2025-11-22 02:00:00,site_ad3433ffac,815,1230.3637847222224,44.29309625,15251701.028571429,51260,62.895706
2025-11-22 02:00:00,site_e726c7cce5,851,1899.9445924479166,68.39800532812501,12300239.460276498,31472,36.982374
2025-11-22 02:00:00,site_f5bcf8a88a,1410,1204.9575546874999,43.37847196875,46272416,149376,105.940426
2025-11-22 03:00:00,site_ad3433ffac,586,2417.345865451389,87.02445115625,11888562.742857143,37864,64.614334
2025-11-22 03:00:00,site_e726c7cce5,767,4028.569028645833,145.02848503125,12299439.979354838,34992,45.621904
2025-11-22 03:00:00,site_f5bcf8a88a,1406,2382.2189019097223,85.75988046875001,47186419.2,147904,105.194879
2025-11-22 04:00:00,site_ad3433ffac,823,4818.667886284722,173.47204390625,16924516.114285715,52548,63.849332
2025-11-22 04:00:00,site_e726c7cce5,468,3353.2791835937505,120.718050609375,7378352.533824885,21008,44.888889
2025-11-22 04:00:00,site_f5bcf8a88a,1569,4370.684765624999,157.3446515625,56736185.599999994,161088,102.669216
2025-11-22 05:00:00,site_ad3433ffac,597,4028.4158324652776,145.02296996875,11221932.799999999,31864,53.373534
2025-11-22 05:00:00,site_e726c7cce5,314,1989.8883255208334,71.63597971875001,4853920.041290322,13680,43.566879
2025-11-22 05:00:00,site_f5bcf8a88a,1906,4991.513296006944,179.69447865624997,72616704,215040,112.822665
2025-11-22 06:00:00,site_ad3433ffac,189,689.1883619791668,24.81078103125,4045345.3714285716,13116,69.396825
2025-11-22 06:00:00,site_e726c7cce5,212,1442.6596922743056,51.935748921875,3235207.662304147,8544,40.301887
2025-11-22 06:00:00,site_f5bcf8a88a,1395,2275.1500772569443,81.90540278124999,51666073.6,153984,110.382796
2025-11-22 07:00:00,site_ad3433ffac,175,620.7267586805556,22.3461633125,3737572.5714285714,10900,62.285714
2025-11-22 07:00:00,site_e726c7cce5,437,1901.0875915798608,68.43915329687499,7237569.799078342,21104,48.292906
2025-11-22 07:00:00,site_f5bcf8a88a,913,1260.6314019097222,45.38273046875,34019980.8,99840,109.353779
2025-11-22 08:00:00,site_ad3433ffac,657,3411.497842881945,122.81392234375001,12947404.8,36872,56.121766
2025-11-22 08:00:00,site_e726c7cce5,369,2008.7681909722228,72.31565487499999,5688622.327741936,16112,43.663957
2025-11-22 08:00:00,site_f5bcf8a88a,1281,2197.0289921875,79.09304371874998,47726176,136384,106.466823
2025-11-22 09:00:00,site_ad3433ffac,347,518.2794895833333,18.658061625000002,6992141.257142858,22620,65.187320
2025-11-22 09:00:00,site_e726c7cce5,270,780.9851605902777,28.115465781250002,4070070.025437788,11408,42.251852
2025-11-22 09:00:00,site_f5bcf8a88a,756,742.5018229166666,26.730065625,27789497.6,80576,106.582011
2025-11-22 10:00:00,site_ad3433ffac,327,334.16920312499997,12.030091312499998,6400346.057142857,24020,73.455657
2025-11-22 10:00:00,site_e726c7cce5,144,210.0217348090278,7.560782453125,2111759.212534562,5456,37.888889
2025-11-22 10:00:00,site_f5bcf8a88a,701,582.6001093750001,20.973603937500002,25827443.200000003,70976,101.249643
2025-11-22 11:00:00,site_ad3433ffac,1229,1204.4843098958331,43.36143515624999,27079303.314285714,108732,88.471928
2025-11-22 11:00:00,site_e726c7cce5,999,1359.096265625,48.92746556250001,15401437.050691247,43184,43.227227
2025-11-22 11:00:00,site_f5bcf8a88a,2384,1348.9089704861112,48.56072293749999,91608793.59999998,254912,106.926174
2025-11-22 12:00:00,site_ad3433ffac,874,1140.6542760416667,41.063553937500004,19435052.8,74568,85.318078
2025-11-22 12:00:00,site_e726c7cce5,1130,2132.656163628472,76.77562189062502,17672901.4916129,50336,44.545133
2025-11-22 12:00:00,site_f5bcf8a88a,2859,2345.6147630208334,84.44213146875002,106386944,301888,105.592165
2025-11-22 13:00:00,site_ad3433ffac,1236,982.7952916666667,35.3806305,25162967.314285718,95460,77.233010
2025-11-22 13:00:00,site_e726c7cce5,979,2267.5666697048614,81.632400109375,15420803.090875577,43296,44.224719
2025-11-22 13:00:00,site_f5bcf8a88a,2606,1060.860243923611,38.19096878125,98014380.80000003,277568,106.511128
2025-11-22 14:00:00,site_ad3433ffac,759,871.4930217013889,31.37374878125,14163613.257142857,37960,50.013175
2025-11-22 14:00:00,site_e726c7cce5,531,585.1895525173611,21.066823890625002,8878891.70875576,25632,48.271186
2025-11-22 14:00:00,site_f5bcf8a88a,2781,1493.139065104167,53.75300634375,104798630.4,289472,104.089177
2025-11-22 15:00:00,site_ad3433ffac,1252,3281.438814236111,118.13179731249997,24468850.742857143,59116,47.217252
2025-11-22 15:00:00,site_e726c7cce5,1088,3258.1015321180553,117.29165515625,17082328.72700461,46768,42.985294
2025-11-22 15:00:00,site_f5bcf8a88a,2246,2213.3750381944446,79.68150137500001,85910342.4,238912,106.372217
2025-11-22 16:00:00,site_ad3433ffac,1431,1702.3492786458335,61.28457403125,26592063.54285714,63480,44.360587
2025-11-22 16:00:00,site_e726c7cce5,927,1305.3012873263888,46.99084634374999,14494647.789124422,37968,40.957929
2025-11-22 16:00:00,site_f5bcf8a88a,3985,2123.0267135416666,76.4289616875,153394156.8,424192,106.447177
2025-11-22 17:00:00,site_ad3433ffac,1197,1393.4161276041664,50.16298059375001,21310454.400000002,55444,46.319131
2025-11-22 17:00:00,site_e726c7cce5,1427,1905.5154618055558,68.598556625,22255238.736221194,60864,42.651717
2025-11-22 17:00:00,site_f5bcf8a88a,3050,1704.2225963541669,61.35201346874999,116793395.19999999,319168,104.645246
2025-11-22 18:00:00,site_ad3433ffac,1125,1038.1458255208336,37.37324971875,21232537.14285714,54132,48.117333
2025-11-22 18:00:00,site_e726c7cce5,1426,1646.857634548611,59.28687484375001,21502831.631336402,56224,39.427770
2025-11-22 18:00:00,site_f5bcf8a88a,2301,1083.4584062499998,39.00450262499999,86096153.6,233728,101.576706
2025-11-22 19:00:00,site_ad3433ffac,1253,1978.2891302083333,71.2184086875,24987876.114285715,62920,50.215483
2025-11-22 19:00:00,site_e726c7cce5,1462,2783.7025212673616,100.213290765625,22109749.02857143,57760,39.507524
2025-11-22 19:00:00,site_f5bcf8a88a,2255,1865.4261345486111,67.15534084375,82287852.80000003,235456,104.415078
2025-11-22 20:00:00,site_ad3433ffac,1156,2397.6773784722222,86.31638562500001,21898835.2,56572,48.937716
2025-11-22 20:00:00,site_e726c7cce5,603,1272.6752339409725,45.81630842187501,8724361.048479263,21856,36.245439
2025-11-22 20:00:00,site_f5bcf8a88a,1332,1150.134900173611,41.404856406250005,47333344,137792,103.447447
2025-11-22 21:00:00,site_ad3433ffac,452,457.9894079861111,16.4876186875,8332192,21492,47.548673
2025-11-22 21:00:00,site_e726c7cce5,233,288.9238897569445,10.40126003125,3512996.6599078337,9504,40.789700
2025-11-22 21:00:00,site_f5bcf8a88a,1005,652.9349444444445,23.505658,34810835.2,110144,109.596020
2025-11-22 22:00:00,site_ad3433ffac,768,874.7641232638889,31.491508437500002,14515333.485714288,34784,45.291667
2025-11-22 22:00:00,site_e726c7cce5,895,1171.7173164062501,42.181823390625006,13480407.75373272,39728,44.388827
2025-11-22 22:00:00,site_f5bcf8a88a,1414,856.4643723958334,30.83271740625,48997696.00000001,151808,107.360679
2025-11-22 23:00:00,site_ad3433ffac,1262,2159.651263888889,77.7474455,24180838.4,55648,44.095087
2025-11-22 23:00:00,site_e726c7cce5,524,1015.3532191840278,36.552715890625,7765280.878894009,21920,41.832061
2025-11-22 23:00:00,site_f5bcf8a88a,1462,1340.729576388889,48.26626475,49370259.19999999,156096,106.768810
2025-11-23 00:00:00,site_ad3433ffac,712,432.9657378472223,15.5867665625,13242507.885714285,30556,42.915730
2025-11-23 00:00:00,site_e726c7cce5,520,383.1408480902778,13.793070531249999,8221719.452903227,23936,46.030769
2025-11-23 00:00:00,site_f5bcf8a88a,1270,450.2707699652778,16.20974771875,42014323.199999996,129536,101.996850
2025-11-23 01:00:00,site_ad3433ffac,275,144.951625,5.218258499999999,5268213.028571429,13452,48.916364
2025-11-23 01:00:00,site_e726c7cce5,283,131.730125,4.7422845,4550052.895852534,12672,44.777385
2025-11-23 01:00:00,site_f5bcf8a88a,608,251.26885590277777,9.0456788125,20129068.799999997,58880,96.842105
2025-11-23 02:00:00,site_ad3433ffac,76,105.87617013888888,3.811542125,1390155.8857142858,3600,47.368421
2025-11-23 02:00:00,site_e726c7cce5,40,205.9531015625,7.4143116562500015,623982.1094930875,1680,42.000000
2025-11-23 02:00:00,site_f5bcf8a88a,576,280.4454730902778,10.09603703125,18764217.6,58752,102.000000
2025-11-23 03:00:00,site_ad3433ffac,208,110.48717447916667,3.97753828125,4073681.3714285716,11872,57.076923
2025-11-23 03:00:00,site_e726c7cce5,9,188.11214409722217,6.772037187499999,133260.3870967742,288,32.000000
2025-11-23 03:00:00,site_f5bcf8a88a,692,349.47064409722225,12.580943187499999,22562476.800000004,72896,105.341040
2025-11-23 04:00:00,site_ad3433ffac,304,192.88726128472223,6.9439414062500004,6247837.714285715,17332,57.013158
2025-11-23 04:00:00,site_e726c7cce5,219,115.14873394097224,4.145354421875,4166480.7107834104,13376,61.077626
2025-11-23 04:00:00,site_f5bcf8a88a,605,402.0917057291667,14.47530140625,19916959.999999996,58944,97.428099
2025-11-23 05:00:00,site_ad3433ffac,293,455.3011354166666,16.390840875000002,5709177.142857143,12504,42.675768
2025-11-23 05:00:00,site_e726c7cce5,106,217.62161414930551,7.834378109374999,1591073.3507834102,4240,40.000000
2025-11-23 05:00:00,site_f5bcf8a88a,628,573.7956657986111,20.656643968750004,20302380.800000004,65216,103.847134
2025-11-23 06:00:00,site_ad3433ffac,264,412.0280182291666,14.833008656250001,4895690.514285715,12048,45.636364
2025-11-23 06:00:00,site_e726c7cce5,96,126.8402517361111,4.5662490625,1407176.2108755757,3440,35.833333
2025-11-23 06:00:00,site_f5bcf8a88a,386,215.32208246527776,7.75159496875,12636947.2,39936,103.461140
2025-11-23 07:00:00,site_ad3433ffac,287,134.48884288194446,4.84159834375,5763746.285714285,14444,50.327526
2025-11-23 07:00:00,site_e726c7cce5,286,250.92475824652774,9.033291296875,4415119.843686635,11744,41.062937
2025-11-23 07:00:00,site_f5bcf8a88a,491,230.85608506944442,8.3108190625,16187846.399999997,49664,101.148676
2025-11-23 08:00:00,site_ad3433ffac,298,235.56922135416664,8.48049196875,5727354.514285715,14724,49.409396
2025-11-23 08:00:00,site_e726c7cce5,313,407.38107899305555,14.665718843750001,4784132.376774194,12288,39.258786
2025-11-23 08:00:00,site_f5bcf8a88a,835,234.5702048611111,8.444527375,27188947.2,92672,110.984431
2025-11-23 09:00:00,site_ad3433ffac,734,366.55386458333334,13.195939124999999,14147649.37142857,37348,50.882834
2025-11-23 09:00:00,site_e726c7cce5,476,258.6238498263889,9.310458593750003,7299382.3852534555,17536,36.840336
2025-11-23 09:00:00,site_f5bcf8a88a,1762,448.7467942708334,16.15488459375,57147584,209088,118.665153
2025-11-23 10:00:00,site_ad3433ffac,853,1077.5570633680554,38.79205428125,17653513.6,52220,61.219226
2025-11-23 10:00:00,site_e726c7cce5,199,145.66572222222226,5.243966,3089795.267834102,8576,43.095477
