bucket_15m,site_id,vo,activity,records,energy_wh,cfp_g,work,ncores
2025-11-20 08:00:00,site_ad3433ffac,vo_5d1b978761,grid,27,96.55464583333334,3.4759672499999996,536500.1142857142,1984
2025-11-20 08:00:00,site_e726c7cce5,vo_5d1b978761,grid,113,520.1572521701389,18.725661078125,1568322.1824884792,3920
2025-11-20 08:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,25,61.23075520833334,2.2043071874999995,873715.2,2688
2025-11-20 08:15:00,site_f5bcf8a88a,vo_25dce71054,grid,61,901.8361927083332,32.466102937500004,2213760,7104
2025-11-20 08:15:00,site_ad3433ffac,vo_5d1b978761,grid,90,302.2213368055556,10.879968125000001,1767757.714285714,6764
2025-11-20 08:15:00,site_e726c7cce5,vo_5d1b978761,grid,344,1468.7890789930557,52.876406843750004,4876269.407557604,12272
2025-11-20 08:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,64,135.78953472222221,4.88842325,2345209.6,6400
2025-11-20 08:30:00,site_f5bcf8a88a,vo_25dce71054,grid,76,1190.0791875,42.84285074999999,2837126.4000000004,8896
2025-11-20 08:30:00,site_ad3433ffac,vo_5d1b978761,grid,142,703.3187352430556,25.319474468750002,2969353.6,10832
2025-11-20 08:30:00,site_e726c7cce5,vo_5d1b978761,grid,282,1606.0375607638885,57.817352187500006,4503737.824147467,12144
2025-11-20 08:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,203,313.79900086805554,11.29676403125,7446931.2,22080
2025-11-20 08:45:00,site_f5bcf8a88a,vo_25dce71054,grid,63,984.0158255208332,35.42456971875001,2310822.4,7040
2025-11-20 08:45:00,site_ad3433ffac,vo_5d1b978761,grid,139,217.4390963541667,7.827807468750001,2818134.8571428573,9172
2025-11-20 08:45:00,site_e726c7cce5,vo_5d1b978761,grid,148,305.2715221354166,10.989774796875,2585752.74470046,6896
2025-11-20 08:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,237,163.93799565972222,5.901767843750001,9196089.6,26752
2025-11-20 09:00:00,site_f5bcf8a88a,vo_25dce71054,grid,61,902.3153862847221,32.48335390625,2166022.4,6784
2025-11-20 09:00:00,site_ad3433ffac,vo_5d1b978761,grid,446,514.6265460069443,18.526555656249993,9319598.628571428,33016
2025-11-20 09:00:00,site_e726c7cce5,vo_5d1b978761,grid,416,506.8558741319445,18.246811468749996,6493235.577511521,16544
2025-11-20 09:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,470,300.6746015625,10.824285656250002,16837670.39999999,50816
2025-11-20 09:00:00,site_e726c7cce5,vo_ee3481101e,grid,116,5103.609375,183.72993749999998,1640789.2468202764,4000
2025-11-20 09:15:00,site_f5bcf8a88a,vo_25dce71054,grid,118,1916.2531249999997,68.9851125,4075142.400000001,13056
2025-11-20 09:15:00,site_ad3433ffac,vo_5d1b978761,grid,449,391.1607456597221,14.081786843750004,9837498.05714286,35564
2025-11-20 09:15:00,site_e726c7cce5,vo_5d1b978761,grid,342,603.8984817708335,21.740345343750004,4796616.606082952,12208
2025-11-20 09:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,449,246.4713046875001,8.872966968749997,15861209.600000001,48832
2025-11-20 09:15:00,site_e726c7cce5,vo_ee3481101e,grid,234,11679.382743489587,420.4577787656251,3507441.8787096776,8416
2025-11-20 09:30:00,site_f5bcf8a88a,vo_25dce71054,grid,370,6375.6853828125,229.52467378125004,13622553.600000001,40832
2025-11-20 09:30:00,site_ad3433ffac,vo_5d1b978761,grid,442,645.0180512152774,23.220649843750003,9552325.028571427,35324
2025-11-20 09:30:00,site_e726c7cce5,vo_5d1b978761,grid,346,920.5750655381945,33.14070235937499,4821012.426912444,12032
2025-11-20 09:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,507,302.2950052083334,10.882620187499999,17273510.399999995,54400
2025-11-20 09:30:00,site_e726c7cce5,vo_ee3481101e,grid,136,6259.2491987847225,225.33297115624995,2218293.5181566817,5920
2025-11-20 09:45:00,site_f5bcf8a88a,vo_25dce71054,grid,252,4356.421890625,156.83118806250002,9520729.6,27264
2025-11-20 09:45:00,site_ad3433ffac,vo_5d1b978761,grid,320,375.67885677083325,13.524438843750001,6827815.771428574,24992
2025-11-20 09:45:00,site_e726c7cce5,vo_5d1b978761,grid,414,520.3110559895833,18.731198015624997,6316833.002764977,15696
2025-11-20 09:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,226,137.5690876736111,4.952487156250001,8082259.2,24128
2025-11-20 09:45:00,site_e726c7cce5,vo_ee3481101e,grid,231,10883.195078125,391.79502281249995,3542917.7275576033,9360
2025-11-20 10:00:00,site_f5bcf8a88a,vo_25dce71054,grid,143,2548.183395833333,91.73460225000001,5534892.8,15616
2025-11-20 10:00:00,site_ad3433ffac,vo_5d1b978761,grid,315,390.3195772569444,14.05150478125,7139840.457142857,26248
2025-11-20 10:00:00,site_e726c7cce5,vo_5d1b978761,grid,284,438.6272274305554,15.790580187500002,4199489.456958525,10592
2025-11-20 10:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,84,60.24742100694444,2.16890715625,3092403.2,9280
2025-11-20 10:00:00,site_e726c7cce5,vo_ee3481101e,grid,165,7628.42409592014,274.623267453125,2531763.6188018434,6512
2025-11-20 10:15:00,site_f5bcf8a88a,vo_25dce71054,grid,69,1233.3656215277779,44.401162375,2762131.2,7552
2025-11-20 10:15:00,site_ad3433ffac,vo_5d1b978761,grid,161,263.347265625,9.480501562500004,3836456.2285714285,14336
2025-11-20 10:15:00,site_e726c7cce5,vo_5d1b978761,grid,219,508.5664978298612,18.308393921875002,3322457.9834101386,8592
2025-11-20 10:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,74,73.57804079861111,2.6488094687500006,2730751.9999999995,7680
2025-11-20 10:15:00,site_e726c7cce5,vo_ee3481101e,grid,216,10506.10933550347,378.219936078125,3004344.314101382,6896
2025-11-20 10:30:00,site_f5bcf8a88a,vo_25dce71054,grid,76,1374.7991006944444,49.492767624999985,2929676.8,8384
2025-11-20 10:30:00,site_ad3433ffac,vo_5d1b978761,grid,256,526.3874019097223,18.949946468750003,5749987.657142857,22344
2025-11-20 10:30:00,site_e726c7cce5,vo_5d1b978761,grid,621,1704.5859743923615,61.365095078124995,9872356.74248848,25536
2025-11-20 10:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,96,109.08610416666667,3.9270997499999996,3487385.6,10240
2025-11-20 10:30:00,site_e726c7cce5,vo_ee3481101e,grid,94,3812.969209201389,137.26689153125002,1480646.5946543778,3392
2025-11-20 10:45:00,site_f5bcf8a88a,vo_25dce71054,grid,77,1374.9319201388892,49.497549125000006,2964377.6,8256
2025-11-20 10:45:00,site_ad3433ffac,vo_5d1b978761,grid,248,393.2765512152778,14.157955843749995,5760780.799999999,21188
2025-11-20 10:45:00,site_e726c7cce5,vo_5d1b978761,grid,354,1133.5598268229169,40.80815376562501,6045717.482764978,16128
2025-11-20 10:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,112,77.45548437500001,2.7883974375,3740608,11840
2025-11-20 10:45:00,site_e726c7cce5,vo_ee3481101e,grid,381,16576.807030381948,596.7650530937498,6051093.518156683,15968
2025-11-20 11:00:00,site_f5bcf8a88a,vo_25dce71054,grid,97,1723.6218854166664,62.050387875,3494579.2,9792
2025-11-20 11:00:00,site_ad3433ffac,vo_5d1b978761,grid,225,329.0148828125,11.84453578125,5072286.171428571,20464
2025-11-20 11:00:00,site_e726c7cce5,vo_5d1b978761,grid,437,980.6387842881943,35.302996234375,6842067.141013825,17216
2025-11-20 11:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,74,68.21517534722223,2.4557463124999996,2590937.6,7744
2025-11-20 11:00:00,site_e726c7cce5,vo_ee3481101e,grid,210,9206.246121527776,331.424860375,3299945.4613824887,9344
2025-11-20 11:15:00,site_f5bcf8a88a,vo_25dce71054,grid,90,1547.2262508680558,55.70014503125,3354201.6,10112
2025-11-20 11:15:00,site_ad3433ffac,vo_5d1b978761,grid,316,472.84518142361117,17.022426531249998,7161977.6,27552
2025-11-20 11:15:00,site_e726c7cce5,vo_5d1b978761,grid,435,1010.0013702256945,36.360049328125,6693192.74764977,17216
2025-11-20 11:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,231,207.55989322916668,7.47215615625,8661273.6,25088
2025-11-20 11:15:00,site_e726c7cce5,vo_ee3481101e,grid,127,5121.857011718751,184.386852421875,1876740.1526267282,4976
2025-11-20 11:30:00,site_f5bcf8a88a,vo_25dce71054,grid,102,1708.5022022569442,61.506079281249995,3622035.2,10944
2025-11-20 11:30:00,site_ad3433ffac,vo_5d1b978761,grid,269,483.63332638888915,17.41079975,5951534.1714285705,22600
2025-11-20 11:30:00,site_e726c7cce5,vo_5d1b978761,grid,295,684.7251553819444,24.650105593750002,4727403.932903226,11824
2025-11-20 11:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,182,199.87011979166667,7.1953243125,7075001.600000001,21120
2025-11-20 11:45:00,site_f5bcf8a88a,vo_25dce71054,grid,104,1788.2531041666664,64.37711175,3758406.4000000004,11648
2025-11-20 11:45:00,site_ad3433ffac,vo_5d1b978761,grid,152,171.48735937499998,6.173544937499999,3470514.2857142854,12636
2025-11-20 11:45:00,site_e726c7cce5,vo_5d1b978761,grid,142,286.7883441840278,10.324380390624999,2445170.840184332,6544
2025-11-20 11:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,200,138.58382552083333,4.98901771875,7533900.799999999,21824
2025-11-20 12:00:00,site_f5bcf8a88a,vo_25dce71054,grid,78,1257.606902777778,45.2738485,2631667.2,8832
2025-11-20 12:00:00,site_ad3433ffac,vo_5d1b978761,grid,215,558.0534253472223,20.089923312500005,5124332.342857143,19464
2025-11-20 12:00:00,site_e726c7cce5,vo_5d1b978761,grid,180,660.6052825520833,23.781790171875,2897705.6206451617,7472
2025-11-20 12:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,397,512.9277013888886,18.465397250000002,14260345.599999998,44224
2025-11-20 12:00:00,site_e726c7cce5,vo_ee3481101e,grid,4,160.72838151041665,5.786221734374999,122417.9612903226,256
2025-11-20 12:15:00,site_f5bcf8a88a,vo_25dce71054,grid,228,3863.1254470486106,139.07251609374998,7795263.999999999,25664
2025-11-20 12:15:00,site_ad3433ffac,vo_5d1b978761,grid,211,272.1130295138889,9.796069062499999,4696524.8,16868
2025-11-20 12:15:00,site_e726c7cce5,vo_5d1b978761,grid,206,428.03368967013887,15.409212828125,3149084.9917050684,7680
2025-11-20 12:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,397,312.90084201388896,11.2644303125,14374681.6,44928
2025-11-20 12:15:00,site_e726c7cce5,vo_ee3481101e,grid,32,1168.4801571180556,42.06528565625,835414.2259907833,1744
2025-11-20 12:30:00,site_f5bcf8a88a,vo_25dce71054,grid,145,2361.1572430555557,85.00166075000001,4694406.4,16512
2025-11-20 12:30:00,site_ad3433ffac,vo_5d1b978761,grid,300,601.2863098958335,21.64630715625,6826741.942857142,23488
2025-11-20 12:30:00,site_e726c7cce5,vo_5d1b978761,grid,292,704.9911406250003,25.379681062499998,4473902.085898617,11024
2025-11-20 12:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,304,334.4313020833334,12.039526875,10873561.6,33984
2025-11-20 12:30:00,site_e726c7cce5,vo_ee3481101e,grid,4,122.11249652777778,4.396049874999999,85340.90322580645,256
2025-11-20 12:45:00,site_f5bcf8a88a,vo_25dce71054,grid,90,1245.7895677083334,44.8484244375,2280006.4000000004,9536
2025-11-20 12:45:00,site_ad3433ffac,vo_5d1b978761,grid,302,509.21265538194444,18.331655593749996,6880168.228571428,22844
2025-11-20 12:45:00,site_e726c7cce5,vo_5d1b978761,grid,230,518.5260737847223,18.666938656249993,3452467.235391705,8208
2025-11-20 12:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,314,223.3659105902778,8.04117278125,11513075.2,33856
2025-11-20 12:45:00,site_e726c7cce5,vo_ee3481101e,grid,12,699.4216093750001,25.1791779375,199699.02304147463,512
2025-11-20 13:00:00,site_f5bcf8a88a,vo_25dce71054,grid,40,484.49332291666667,17.441759625,869529.6,4480
2025-11-20 13:00:00,site_ad3433ffac,vo_5d1b978761,grid,193,299.6821111111111,10.788556,4412164.571428572,15176
2025-11-20 13:00:00,site_e726c7cce5,vo_5d1b978761,grid,182,385.6242795138889,13.882474062500002,2657444.2352073737,6208
2025-11-20 13:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,218,165.65659201388888,5.9636373124999995,8058291.199999999,23424
2025-11-20 13:00:00,site_e726c7cce5,vo_ee3481101e,grid,21,805.6948363715278,29.005014109374997,411567.0414746544,1120
2025-11-20 13:15:00,site_ad3433ffac,vo_5d1b978761,grid,282,385.07132204861114,13.862567593750002,6558563.657142855,23180
2025-11-20 13:15:00,site_e726c7cce5,vo_5d1b978761,grid,96,224.15734592013888,8.069664453125,1446224.144516129,3680
2025-11-20 13:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,201,218.1682213541667,7.854055968750001,7582982.3999999985,22656
2025-11-20 13:15:00,site_e726c7cce5,vo_ee3481101e,grid,22,870.3961019965277,31.334259671875,379063.49419354834,848
2025-11-20 13:30:00,site_ad3433ffac,vo_5d1b978761,grid,447,477.54180902777796,17.191505124999996,10339187.657142857,36960
2025-11-20 13:30:00,site_e726c7cce5,vo_5d1b978761,grid,283,446.768157986111,16.0836536875,4256016.132718893,10272
2025-11-20 13:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,257,178.68375868055554,6.432615312499999,9199071.999999998,27008
2025-11-20 13:30:00,site_e726c7cce5,vo_ee3481101e,grid,33,1421.6660078125,51.17997628125,510478.8940092167,1312
2025-11-20 13:45:00,site_ad3433ffac,vo_5d1b978761,grid,237,155.58909635416666,5.601207468750001,5657412.114285713,19744
2025-11-20 13:45:00,site_e726c7cce5,vo_5d1b978761,grid,174,136.07972135416668,4.898869968750001,2592122.260645162,6352
2025-11-20 13:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,284,100.60383072916667,3.6217379062500004,9937190.400000004,29568
2025-11-20 13:45:00,site_e726c7cce5,vo_ee3481101e,grid,36,1822.0892209201388,65.59521195312499,582101.990046083,1360
2025-11-20 14:00:00,site_ad3433ffac,vo_5d1b978761,grid,250,227.59193055555556,8.1933095,5890928.914285716,20616
2025-11-20 14:00:00,site_e726c7cce5,vo_5d1b978761,grid,308,339.85191145833323,12.234668812500002,4780743.090138248,10768
2025-11-20 14:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,253,154.84559548611116,5.574441437499999,9015500.800000003,24896
2025-11-20 14:00:00,site_e726c7cce5,vo_ee3481101e,grid,39,1780.7850967881943,64.108263484375,672387.8223041475,1712
2025-11-20 14:15:00,site_ad3433ffac,vo_5d1b978761,grid,158,158.6187456597222,5.71027484375,3591154.7428571437,12500
2025-11-20 14:15:00,site_e726c7cce5,vo_5d1b978761,grid,297,437.1406362847221,15.737062906250005,4467361.6988018425,10000
2025-11-20 14:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,485,325.5041232638889,11.718148437499995,17417292.800000004,49600
2025-11-20 14:15:00,site_e726c7cce5,vo_ee3481101e,grid,40,1810.5610104166667,65.180196375,635506.7281105991,1632
2025-11-20 14:30:00,site_ad3433ffac,vo_5d1b978761,grid,346,565.8991840277779,20.372370625,7577457.371428572,26888
2025-11-20 14:30:00,site_e726c7cce5,vo_5d1b978761,grid,189,457.24197222222233,16.460710999999996,2710824.6945622126,6416
2025-11-20 14:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,376,268.1221684027777,9.652398062500005,13515833.6,39936
2025-11-20 14:30:00,site_e726c7cce5,vo_ee3481101e,grid,66,3171.3965091145833,114.17027432812499,1131468.2101382487,2816
2025-11-20 14:45:00,site_ad3433ffac,vo_5d1b978761,grid,244,424.5992465277778,15.285572875,5500255.085714285,19988
2025-11-20 14:45:00,site_e726c7cce5,vo_5d1b978761,grid,156,346.3291736111112,12.467850250000001,2349022.018064516,5488
2025-11-20 14:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,465,357.71460329861117,12.87772571875,16483308.799999997,48192
2025-11-20 14:45:00,site_e726c7cce5,vo_ee3481101e,grid,58,2246.9794544270835,80.891260359375,931729.9376958526,2224
2025-11-20 15:00:00,site_ad3433ffac,vo_5d1b978761,grid,177,177.32488020833335,6.3836956874999995,3972125.2571428576,14716
2025-11-20 15:00:00,site_e726c7cce5,vo_5d1b978761,grid,219,392.184825954861,14.118653734374998,3147311.2125345618,6944
2025-11-20 15:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,476,292.87462152777783,10.543486374999997,16291993.600000001,48640
2025-11-20 15:00:00,site_e726c7cce5,vo_ee3481101e,grid,62,3188.9838346354168,114.803418046875,1035439.1358525347,2688
2025-11-20 15:15:00,site_ad3433ffac,vo_5d1b978761,grid,231,170.98450868055554,6.1554423125,4877166.628571428,17516
2025-11-20 15:15:00,site_e726c7cce5,vo_5d1b978761,grid,199,183.05470486111108,6.589969374999999,2802303.846635945,6384
2025-11-20 15:15:00,site_f5bcf8a88a,vo_5d1b978761,grid,1026,410.82481423611114,14.789693312499995,34569344.000000015,105408
2025-11-20 15:15:00,site_e726c7cce5,vo_ee3481101e,grid,57,2701.1347465277777,97.24085087499998,875872.9260829492,2048
2025-11-20 15:30:00,site_ad3433ffac,vo_5d1b978761,grid,111,157.03620312500004,5.6533033125,2353338.5142857144,8432
2025-11-20 15:30:00,site_e726c7cce5,vo_5d1b978761,grid,79,125.72173133680556,4.525982328125,1149446.276129032,2448
2025-11-20 15:30:00,site_f5bcf8a88a,vo_5d1b978761,grid,612,461.46522222222256,16.612748000000014,20377260.8,61632
2025-11-20 15:30:00,site_e726c7cce5,vo_ee3481101e,grid,60,3125.5194318576387,112.51869954687501,979335.0901382488,2496
2025-11-20 15:45:00,site_ad3433ffac,vo_5d1b978761,grid,117,438.66463628472223,15.791926906249998,2668982.3999999994,9224
2025-11-20 15:45:00,site_e726c7cce5,vo_5d1b978761,grid,63,306.06087022569443,11.018191328125,947453.8529032258,1968
2025-11-20 15:45:00,site_f5bcf8a88a,vo_5d1b978761,grid,557,730.9942430555559,26.315792749999996,17842265.6,58432
2025-11-20 15:45:00,site_e726c7cce5,vo_ee3481101e,grid,22,795.5929114583333,28.641344812499998,345599.64608294924,896
2025-11-20 16:00:00,site_ad3433ffac,vo_5d1b978761,grid,352,962.4734166666667,34.64904300000001,7972361.142857144,27156
2025-11-20 16:00:00,site_e726c7cce5,vo_5d1b978761,grid,78,480.3207617187501,17.291547421875,1155656.9894930874,2448
2025-11-20 16:00:00,site_f5bcf8a88a,vo_5d1b978761,grid,523,675.0797057291668,24.302869406249997,16382988.8,54528
